lagoslakeid,lake_glaciatedlatewisc,lake_lat_decdeg,lake_lon_decdeg,lake_huc12,ws_area_ha,ws_lake_arearatio
8898,Glaciated,45.27309521,-93.8866852,70102030604,32.65251,4.062526
136690,Glaciated,45.29562724,-93.88251721,70102030604,96.92744,2.558629
106282,Glaciated,46.52993213,-93.88892291,70101040503,328.1985,9.186205
71011,Glaciated,46.64037121,-93.8826619,70101040405,956.9934,9.511817
9912,Glaciated,45.26143533,-93.87054331,70102030604,125.3243,2.038759
15806,Glaciated,46.36817191,-93.88056891,70101040201,179.4823,6.527185
1644,Glaciated,45.21792353,-93.86348541,70102040702,303.6519,4.652383
83675,Glaciated,47.12006248,-93.86156528,70101010904,1185.956,25.94304
106276,Glaciated,46.41249087,-93.84018988,70101040202,43.92987,2.518896
60742,Glaciated,44.9286159,-93.82066564,70102050704,203.3534,1.612169
28409,Glaciated,46.40571454,-93.8177824,70101040202,234.6698,4.790215
1793,Glaciated,46.42981673,-93.81032883,70101040403,217.0105,2.442613
90941,Glaciated,45.16728573,-93.7911229,70102040701,290.5928,4.50871
96011,Glaciated,46.39151518,-93.78798133,70101040202,100.5939,4.063405
111442,Glaciated,46.44850513,-93.78158663,70101040202,32.39881,9.149123
110360,Glaciated,46.67697052,-93.77322823,70101050503,258.4038,7.327247
11720,Glaciated,46.44815017,-93.76771765,70101040202,90.08288,7.185302
57688,Glaciated,46.85149127,-93.71235901,70101030804,532.7751,10.94334
121901,Glaciated,46.46440996,-93.6931456,70101040205,106.9084,3.645564
120875,Glaciated,45.12965634,-93.68440263,70102040701,72.04728,13.38489
1010,Glaciated,47.24098742,-93.67838739,70101010909,272.377,7.498757
3614,Glaciated,47.40597306,-93.65777829,70101010802,323.7945,2.781616
134691,Glaciated,44.8759204,-93.64611935,70102060602,218.9362,5.176553
