lagoslakeid,lake_nhdid,lake_glaciatedlatewisc,lake_lat_decdeg,lake_lon_decdeg,lake_huc12,ws_area_ha,ws_lake_arearatio
276471,{1434901E-3DA4-4715-8512-19FE644D0BFD},Glaciated,45.6551800622,-89.3033358496,070700010705,69.98326,1.793709
1870,70331689,Glaciated,45.9618585295,-89.3057609054,070700010307,110.04,4.351935
47410,70330691,Glaciated,46.0883077868,-89.2949126431,070700010303,196.2622,37.08709
79586,70337559,Glaciated,45.4504774502,-89.2904500272,070700020301,76.01734,4.055956
105414,70335335,Glaciated,45.6604673054,-89.2890372524,070700010705,1433.515,102.6515
75326,70330819,Glaciated,46.0594671693,-89.2798443695,070700010303,42.63843,7.952594
66112,70330193,Glaciated,46.1882246812,-89.2933356133,070700010301,108.6393,11.1783
105408,141286927,Glaciated,43.4546858822,-89.2718110812,070700050103,917.4853,157.7483
38002,152372617,Glaciated,45.343771822,-89.2691626482,070700021204,12.53061,2.742299
128270,70330679,Glaciated,46.0919435405,-89.2729073862,070700010303,22.96305,3.231072
115695,70333369,Glaciated,45.8115520525,-89.2579029761,070700010401,198.4329,18.51557
103306,152372659,Glaciated,45.33304254,-89.2445598687,070700021204,10.38115,1.777941
75330,157355312,Glaciated,45.005341859,-89.2208903995,070700030101,59.93342,6.779956
45366,152372525,Glaciated,45.3591105848,-89.2222560593,070700021204,91.08335,14.98909
33757,152372376,Glaciated,45.3885763248,-89.2196769648,070700021201,50.38085,7.372098
81661,70334677,Glaciated,45.701037506,-89.2160096011,070700010705,62.06973,4.331305
932,152372714,Glaciated,45.3224037662,-89.2088133398,070700021201,15.74112,3.554194
124126,152372781,Glaciated,45.3038426778,-89.1891399436,070700021201,74.70409,2.204453
46391,152372478,Glaciated,45.3679541896,-89.1895656163,070700021201,33.29624,3.739568
30654,152372748,Glaciated,45.3138774028,-89.1692450269,070700021201,969.9971,181.291
25510,70336165,Glaciated,45.5770214487,-89.1646719966,070700010701,133.0257,5.142
82683,70335185,Glaciated,45.6688441361,-89.1742862423,070700010703,3553.408,63.81455
92081,70334381,Glaciated,45.7199411424,-89.1676480614,070700010703,233.4663,35.40747
3809,152373794,Glaciated,45.1424384238,-89.1408078699,070700021102,9119.064,756.9115
84824,152372760,Glaciated,45.3095328113,-89.1183518209,070700021201,19.5009,3.922315
276472,{FEE309E1-7234-427A-8C37-8CE00F3F036C},Glaciated,45.8288446224,-89.1164525323,070700010203,364.7901,2.660624
42289,70330733,Glaciated,46.0729781499,-89.1234473953,070700010304,42.33739,4.422766
4364,70333971,Glaciated,45.7442557117,-89.0893477646,070700010203,249.8053,3.53444
4919,70333509,Glaciated,45.7850696792,-89.0871843499,070700010202,804.9794,7.622348
276473,{1632D9E4-C39B-4D0F-855C-8746A6E8B419},Glaciated,45.8469493547,-89.0813574092,070700010203,2104.009,24.78106
12893,70330847,Glaciated,46.0427483953,-89.034750408,070700010101,97.38435,15.51779
40105,70333579,Glaciated,45.7785496014,-89.0180151916,070700010201,571.1987,33.93378
4809,157364902,Not_Glaciated,43.6009233985,-89.7749634156,070700031905,2535.489,25.11779
3959,141288664,Glaciated,43.2891779807,-89.6230596065,070700050303,1505.001,7.078691
5572,70338055,Glaciated,45.3819077349,-90.1567970408,070700011202,885.2835,9.686757
2302,152377930,Not_Glaciated,44.7083062368,-89.8373199491,070700021707,311.1996,1.725046
70201,157358570,Glaciated,44.3412739691,-89.8269685672,070700030403,6926.6,36.94698
3171,70337319,Glaciated,45.4812934633,-89.6576375606,070700011305,54683,102.0722
3564,70334567,Glaciated,45.7301711757,-89.9770560326,070700010901,1186.372,11.03705
956,70332773,Glaciated,45.8893315482,-89.9147639387,070700010804,230.2087,2.784273
5510,70333957,Glaciated,45.7845266719,-89.5872656171,070700010601,379.5848,2.484795
1772,70335857,Glaciated,45.6054405701,-89.3330574773,070700010708,455.2227,2.539233
3019,70331691,Glaciated,45.9655404579,-89.4831157211,070700010501,919.7718,4.216858
2025,70333085,Glaciated,45.8571990387,-89.5137951596,070700010404,3240.35,2.437286
5030,70333153,Glaciated,45.8519752753,-89.4514627024,070700010404,957.0798,5.033068
3255,69885714,Glaciated,46.0570393794,-89.4381319209,070700010502,526.1375,2.070002
969,70333441,Glaciated,45.7962760136,-89.3072690647,070700010602,198.3381,0.9433804
2538,70333331,Glaciated,45.8119286309,-89.3026509116,070700010402,190.9939,1.330551
5453,70332405,Glaciated,45.8798987679,-89.051677486,070700010204,875.2357,4.170822
4602,70333363,Glaciated,45.7955970246,-89.0431588776,070700010202,1681.76,10.2739
1288,70332435,Glaciated,45.8689417432,-89.0340560285,070700010204,1380.636,45.19589
70199,155454879,Not_Glaciated,43.3292088191,-90.840872316,070700060404,694.5763,105.3403
94163,141291407,Not_Glaciated,43.1025534251,-90.772675525,070700051707,502.233,20.00423
99254,157361835,Not_Glaciated,44.121279213,-90.5256312919,070700031505,416.8188,65.57331
41202,157360511,Glaciated,44.2055196235,-90.3208002018,070700031401,28.20229,1.932176
70191,157360526,Glaciated,44.2046111937,-90.3153863537,070700031401,14.29486,1.18579
60857,157362643,Glaciated,44.0580527543,-90.2917478137,070700031402,12.73939,1.51864
52654,157361190,Glaciated,44.1536896534,-90.291166934,070700031401,10.52858,0.3014933
124122,70338031,Glaciated,45.4030475433,-90.2037717229,070700011202,56.40405,10.83519
110520,157360751,Glaciated,44.1704654966,-90.1770720879,070700031301,21.7569,3.336023
5083,70338037,Glaciated,45.402994414,-90.1764241709,070700011202,705.4409,9.574532
5037,141291781,Not_Glaciated,43.0235346383,-90.0922181754,070700050701,1599.752,29.06062
93149,157358151,Glaciated,44.3987500254,-90.0397131333,070700031005,46.26482,3.900605
117759,141288196,Not_Glaciated,43.3360536175,-89.9492300808,070700050402,5238.89,578.4101
127274,152377992,Not_Glaciated,44.7064342828,-89.9298794927,070700021706,180.6079,2.544816
18009,152373096,Not_Glaciated,45.313874457,-89.9425798179,070700020102,19.8105,2.930288
25515,70335947,Glaciated,45.6344487154,-89.9437066019,070700011103,667.9695,77.21766
2711,70332915,Glaciated,45.8748092699,-89.9075044632,070700010804,305.6601,6.434969
2085,157364727,Glaciated,43.7238851554,-89.8140771616,070700031903,603.5148,86.30691
24482,70336163,Glaciated,45.6016806981,-89.7600257863,070700010907,107.6533,4.514395
9798,152378425,Not_Glaciated,44.6733263304,-89.7387247629,070700021707,1474.886,28.7518
50532,70334525,Glaciated,45.7354524997,-89.753433631,070700010904,151.0259,4.605286
90055,70334107,Glaciated,45.7684708141,-89.7532574206,070700010904,45.82345,5.299628
4647,70333801,Glaciated,45.7894246585,-89.7406381197,070700010805,300.5443,4.106445
2761,70332805,Glaciated,45.8784983523,-89.7507391058,070700010803,115.9104,9.89032
3179,70332187,Glaciated,45.9279308974,-89.7414716037,070700010803,123.7676,4.851264
2349,152373133,Not_Glaciated,45.2990093284,-89.7220222876,070700020305,131.2396,10.52665
45350,152372539,Glaciated,45.380127714,-89.7225269262,070700020402,11904.35,141.5277
44350,70332331,Glaciated,45.9132485215,-89.7365990373,070700010803,371.0703,41.62717
2228,70332093,Glaciated,45.9395336368,-89.7392049195,070700010803,77.30077,9.236311
26563,70334951,Glaciated,45.7042042266,-89.7012002051,070700010906,25.9559,2.337506
26558,70333115,Glaciated,45.8504581498,-89.6949493229,070700010802,32.80369,3.421931
4039,70333001,Glaciated,45.8589229963,-89.7035898459,070700010803,37.21674,4.450027
925,70332409,Glaciated,45.9073975703,-89.7009144142,070700010803,110.0646,2.409803
117767,70331669,Glaciated,45.9808523613,-89.7067857414,070700010803,45.70756,6.250658
5207,152373581,Not_Glaciated,45.2127978541,-89.6803569622,070700020306,434.7655,7.287724
84821,70334313,Glaciated,45.7455007066,-89.6625830737,070700010904,139.7733,7.99499
1724,70336287,Glaciated,45.5853170167,-89.6537384892,070700011001,1060.58,59.10273
91050,70332785,Glaciated,45.8771830571,-89.6508134601,070700010803,78.7335,5.117051
508,70331947,Glaciated,45.9495871221,-89.647713287,070700010801,87.54667,10.4181
42295,157356761,Not_Glaciated,44.5446303647,-89.6452428431,070700030302,84.9115,13.01928
139673,152372163,Glaciated,45.4620194449,-89.6438592705,070700020402,37.09515,2.212739
4089,70335963,Glaciated,45.6201418679,-89.6280126486,070700011001,1382.904,13.20235
62939,70333909,Glaciated,45.7810221997,-89.6367900467,070700010802,41.13696,6.674792
47403,70333649,Glaciated,45.8027951026,-89.616933312,070700010802,124.8007,6.088059
55710,70333449,Glaciated,45.820362169,-89.6033760784,070700010802,74.32474,12.3766
27558,141288070,Glaciated,43.3340748976,-89.5806716528,070700050204,135.3451,11.4072
3315,70337201,Glaciated,45.4894505518,-89.563524668,070700011304,69.47172,12.02292
126210,70336885,Glaciated,45.5168257144,-89.5580102737,070700011304,34.54173,8.031671
2688,70335949,Glaciated,45.6183771746,-89.5598571855,070700011302,245.7949,7.137926
5313,70331857,Glaciated,45.953845042,-89.5617836774,070700010502,99.51808,23.68397
276483,{94177604-29A8-4D62-99B6-9AA3355E42D0},Glaciated,45.9210201442,-89.5315119093,070700010502,24.56112,3.199476
81672,152372486,Glaciated,45.3822320451,-89.5119893448,070700020302,48.11477,11.87482
82685,70337841,Glaciated,45.4324160094,-89.5109994306,070700011303,62.81651,6.978098
1034,70336027,Glaciated,45.6071939322,-89.5072477009,070700011302,37.11478,1.390315
48475,70336781,Glaciated,45.5265444996,-89.493318065,070700011304,36.23163,8.126656
21192,70335721,Glaciated,45.6361986336,-89.4706082618,070700010603,26.34787,1.337311
3416,157360029,Glaciated,44.2068968625,-89.4553098873,070700030501,2905.42,180.1506
10858,157355652,Glaciated,44.6631474491,-89.4646316009,070700030103,22863.23,681.2447
114621,70336015,Glaciated,45.6073832889,-89.4650988647,070700011302,729.4925,109.1386
40111,70333497,Glaciated,45.8061375381,-89.4613699611,070700010404,217.0284,8.44744
3577,157359589,Glaciated,44.2539145403,-89.4416644253,070700030501,2458.299,218.0077
110528,70331789,Glaciated,45.9536972447,-89.4215338062,070700010501,127.3235,14.23172
2756,152372172,Glaciated,45.4460893701,-89.4152152137,070700020301,17.85621,2.801504
108443,70337359,Glaciated,45.4725986752,-89.4204716469,070700011304,111.6728,13.58996
42298,70337379,Glaciated,45.4729353203,-89.4156275279,070700011304,128.6072,30.91308
538,70336203,Glaciated,45.5814677196,-89.4081579625,070700010708,217.8946,9.356571
2459,70336317,Glaciated,45.5717772909,-89.4061743161,070700011301,69.40199,3.534035
2144,70336039,Glaciated,45.6032841029,-89.4112099095,070700010708,86.27055,15.91873
276484,{C50C05AC-7364-43A9-9EE2-8BC27AC1C327},Glaciated,45.6706629251,-89.4116446522,070700010603,479.9306,6.296864
99253,70334105,Glaciated,45.7514459456,-89.4114385323,070700010602,138.4488,6.743348
8750,70333359,Glaciated,45.8157178251,-89.4020078853,070700010402,943.944,13.07061
2768,70334453,Glaciated,45.7248588239,-89.4020005272,070700010602,79.7864,8.66904
5253,141286603,Glaciated,43.5222092044,-89.3810055271,070700050105,49.05201,3.219496
117751,70333967,Glaciated,45.7630198662,-89.3826087112,070700010602,103.4959,11.77412
1381,70331605,Glaciated,45.9700886791,-89.3823884888,070700010307,71.5687,8.272604
4832,157355510,Glaciated,44.7776647796,-89.3523791073,070700030102,565.4856,13.36936
2409,70335667,Glaciated,45.6386607411,-89.3621503712,070700010708,42.46351,8.636972
42297,70332283,Glaciated,45.9010426133,-89.3572245073,070700010404,32.54561,3.282664
104351,157355441,Glaciated,44.849963178,-89.3416252851,070700030102,412.092,24.1894
100257,70333545,Glaciated,45.796613176,-89.3423431384,070700010602,118.6913,5.680184
93154,70330369,Glaciated,46.1493039585,-89.3090667082,070700010301,131.5722,18.7751
2094,70335343,Glaciated,45.6588077393,-89.2776849369,070700010705,95.80172,1.754987
97213,70330637,Glaciated,46.0998225437,-89.2807246622,070700010301,170.3253,38.4076
3992,152372350,Glaciated,45.3926913239,-89.2443294368,070700021201,113.7745,3.354479
21198,152372542,Glaciated,45.3577180196,-89.2379703697,070700021204,63.99125,15.27689
77444,70333327,Glaciated,45.8180164948,-89.2311060335,070700010401,1577.4,31.92656
4948,70331977,Glaciated,45.9343985474,-89.2378117111,070700010206,194.4608,2.546973
34795,152372564,Glaciated,45.3516584665,-89.2233879933,070700021204,38.22603,5.067102
74286,70333879,Glaciated,45.7649558437,-89.222734141,070700010704,123.4831,10.52577
62933,70330609,Glaciated,46.1016260561,-89.2259250084,070700010304,13.00506,2.236491
47399,152372752,Glaciated,45.3111361525,-89.1970118517,070700021201,27.98225,0.8715992
1156,70332663,Glaciated,45.8609921658,-89.1838744182,070700010401,279.2606,26.57241
2395,70331695,Glaciated,45.9524436106,-89.18973066,070700010206,199.2829,6.394012
3162,70336127,Glaciated,45.5817032933,-89.1648966975,070700010701,111.3309,6.817944
276485,{2BB8401C-3C56-4F1F-8B90-0B76836D183B},Glaciated,45.8134301633,-89.1639116887,070700010205,637.956,11.05367
3276,70330311,Glaciated,46.1567453238,-89.1780326761,070700010302,511.5098,13.15344
31740,70334355,Glaciated,45.720206447,-89.157317107,070700010703,616.9707,13.52593
15933,152372833,Glaciated,45.2996881279,-89.1332714605,070700021201,45.03759,8.260114
276487,{251FD68D-76A2-4BA6-B5DC-6B3BCD6FEEDF},Glaciated,45.8367672204,-89.1415427813,070700010205,150.9164,2.46022
4614,70333483,Glaciated,45.792326465,-89.1261189798,070700010203,82.97263,2.330626
5545,141286547,Glaciated,43.5455491357,-89.1042358069,070700050102,2177.709,228.1091
4464,70334335,Glaciated,45.7164548978,-89.1115776055,070700010201,426.029,12.289
276489,{218860F6-696D-49C0-A4DF-AD06CCDF3077},Glaciated,45.8029465568,-89.096771852,070700010203,340.6543,1.206387
53722,75651441,Glaciated,45.5775202118,-89.0937441603,070700010701,133.362,18.0355
5132,152372743,Glaciated,45.3080556113,-89.0618028411,070700021201,326.459,34.72601
110518,70333103,Glaciated,45.8186471339,-89.032158063,070700010203,792.6011,184.7258
50540,70332959,Glaciated,45.8288221779,-89.0315528944,070700010203,45.72404,1.337118
90048,70330515,Glaciated,46.1109352684,-89.017423609,070700010305,363.2458,7.737281
21202,157362737,Glaciated,44.047440207,-90.2832908851,070700031602,117.4101,0.5359075
14949,157360956,Glaciated,44.14322518,-90.1601289453,070700031301,132.3052,0.673874
106423,157362433,Glaciated,44.0590041157,-90.1586871886,070700031301,36844.44,163.7678
1454,152377783,Not_Glaciated,44.7226563264,-89.8804945167,070700021706,558.4534,3.723356
4454,70335003,Glaciated,45.7185132077,-89.881699906,070700010903,25082.48,12.69996
916,70336259,Glaciated,45.5955299707,-89.8122201016,070700011002,11144.78,88.98392
2605,152373708,Not_Glaciated,45.1960819884,-89.7517887248,070700020404,54248.9,216.672
4724,70333361,Glaciated,45.8600405158,-89.8934197129,070700010804,1842.218,3.43452
1243,70332483,Glaciated,45.8975488014,-89.8204317533,070700010806,831.6654,2.933717
4865,70333279,Glaciated,45.8407251885,-89.7645957971,070700010806,371.1027,2.07997
4270,70334399,Glaciated,45.7138151219,-89.1942007963,070700010704,913.0411,5.430642
4349,70332489,Glaciated,45.8855950513,-89.5302794187,070700010503,2468.636,10.4571
4654,70331031,Glaciated,46.0228281576,-89.4848036088,070700010502,782.6094,1.584938
5270,120020867,Glaciated,45.8674569682,-89.3994261234,070700010402,956.1993,2.721105
5502,70331883,Glaciated,45.9396058286,-89.3653779332,070700010403,322.9205,3.699999
5268,70332211,Glaciated,45.8975040998,-89.2054036657,070700010206,694.609,1.531901
276490,{58F1100D-3D5B-499B-BB16-D5EFB1F00A61},Glaciated,45.8971016753,-89.1598219765,070700010206,1869.936,4.991765
68142,155454909,Not_Glaciated,43.2834198586,-90.8346842157,070700060502,74.09983,6.705561
93157,141290531,Not_Glaciated,43.1959721072,-90.4788923557,070700051702,313522.2,31998
3189,157361013,Not_Glaciated,44.170345677,-90.4649998949,070700031506,19.91449,0.5742278
131485,157363453,Not_Glaciated,43.9842283373,-90.4527279432,070700031504,9.24871,2.196171
70194,157360705,Not_Glaciated,44.1891613669,-90.4318426359,070700031506,301.9708,73.16801
118834,141290551,Not_Glaciated,43.190418326,-90.4196863524,070700051701,2352.061,252.0967
66111,157362415,Not_Glaciated,44.0709815775,-90.4149237229,070700031507,46.2921,0.6162135
92078,157360525,Not_Glaciated,44.2056463644,-90.3751449538,070700031401,93.895,6.340994
276493,{89FF21F5-120F-47A3-B8B0-822067306CBA},Not_Glaciated,44.2600878756,-90.3651146646,070700031401,787.7699,122.3138
136564,157360486,Not_Glaciated,44.2116991147,-90.3498115967,070700031401,3.616124,0.7141021
87955,157360569,Glaciated,44.1988969111,-90.3220904002,070700031401,17.28208,3.820918
8743,157362841,Glaciated,44.0436149501,-90.2701721901,070700031602,3.8554,0.3880781
122018,152373335,Glaciated,45.2948871543,-90.2536520374,070700020803,122.5267,6.769018
1043,157076187,Not_Glaciated,43.602688759,-90.1840752715,070700040206,1187.856,21.63105
131482,157359042,Glaciated,44.3098351688,-90.0284266893,070700031201,8.037882,0.1483942
67110,157359255,Glaciated,44.3015536335,-90.0277891782,070700031201,1.946472,0.4825729
70184,157358464,Glaciated,44.3591264336,-90.0072857592,070700031201,6.654014,0.4506313
114607,157358517,Glaciated,44.3567888175,-90.0066900996,070700031201,2.109164,0.1716046
62949,77358532,Glaciated,45.8093119447,-89.9925364268,070700010901,101.4448,9.978676
18019,77358286,Glaciated,45.8697760573,-89.9244473305,070700010804,227.826,41.56757
61905,70332609,Glaciated,45.9001066349,-89.9050469543,070700010804,43.58765,8.29548
113568,157359543,Glaciated,44.2738096481,-89.8815418593,070700030704,101.4228,4.77028
52669,70333875,Glaciated,45.7960554294,-89.8985390095,070700010903,211.0492,20.27828
116740,69887106,Glaciated,45.9026147896,-89.8397956716,070700010806,40.22694,2.746865
4762,157358717,Glaciated,44.3331671632,-89.8295462154,070700030403,77.65478,15.27071
3963,70334219,Glaciated,45.7575990037,-89.7880118542,070700010905,46.90581,2.64047
57804,70333171,Glaciated,45.8502551452,-89.7573683384,070700010806,80.01931,4.139494
50536,70334899,Glaciated,45.7135776078,-89.7356035442,070700010904,3459.266,100.4916
86896,70334039,Glaciated,45.7715481772,-89.7455791644,070700010805,52.93973,5.368994
35835,70331711,Glaciated,45.9811006975,-89.739918466,070700010803,547.5689,18.22385
3462,70333715,Glaciated,45.8028484143,-89.7321745445,070700010805,89.14507,12.40721
1163,70334317,Glaciated,45.7478013186,-89.7151702243,070700010904,133.3815,9.387417
21201,70332387,Glaciated,45.9088669888,-89.7151576558,070700010803,59.87724,4.257857
81655,157357800,Glaciated,44.4363681622,-89.704229799,070700030306,494.4367,19.61094
764,152373071,Not_Glaciated,45.3031521748,-89.7006824517,070700020305,2519.411,41.07424
865,152372230,Glaciated,45.4373535952,-89.6940307092,070700020402,840.2648,26.27836
132495,70332479,Glaciated,45.8988503537,-89.6940963276,070700010803,34.59301,6.422166
3204,141288674,Glaciated,43.2907111841,-89.6621439555,070700050303,780.1426,37.57557
1883,70337207,Glaciated,45.4943960836,-89.6623475613,070700011305,31.6517,3.112257
53737,152373221,Not_Glaciated,45.2857632696,-89.656282173,070700020306,117.7607,29.13044
80609,152373035,Glaciated,45.3075801698,-89.6361035312,070700020302,7.671202,1.827
2994,70336463,Glaciated,45.5624983562,-89.6329229736,070700011001,920.8135,9.633709
132496,70334513,Glaciated,45.73329044,-89.6383949238,070700010906,109.3063,5.909214
3728,70333723,Glaciated,45.7909123355,-89.6294542528,070700010802,102.8256,1.215514
4267,152375810,Not_Glaciated,44.9199958799,-89.6083559586,070700021304,86254.67,1061.194
81665,70334575,Glaciated,45.7256242847,-89.6133699084,070700010906,575.4609,70.96493
12882,70333569,Glaciated,45.8078902309,-89.5982222883,070700010802,115.5398,10.32509
1549,70335629,Glaciated,45.6519067201,-89.5882867056,070700011001,71.02357,4.181194
137599,70333069,Glaciated,45.8481390733,-89.5876351283,070700010503,83.49052,4.674275
40102,70332655,Glaciated,45.8783460591,-89.5673889702,070700010503,174.2485,4.108591
51598,70337777,Glaciated,45.441344386,-89.5453951782,070700011303,53.06477,3.869039
1493,70335573,Glaciated,45.6514704874,-89.5450112148,070700011001,268.2803,4.995127
1812,70337833,Glaciated,45.4315254908,-89.5021540315,070700011303,102.7305,5.180145
2037,70336151,Glaciated,45.5901022671,-89.4994846737,070700011302,228.1121,2.486399
2455,70335929,Glaciated,45.6189754213,-89.5073383363,070700011302,14.78602,3.342244
105410,70335889,Glaciated,45.62214782,-89.5054862154,070700011302,84.00377,7.795285
1538,157361001,Glaciated,44.1227387328,-89.4855186387,070700030501,661.4874,9.967165
5153,70334011,Glaciated,45.7640370317,-89.4933446183,070700010601,390.3239,8.957795
2976,70333687,Glaciated,45.7880088075,-89.4955213081,070700010601,168.6534,3.852658
58824,70336803,Glaciated,45.5244711723,-89.4819748619,070700011302,55.72256,10.65963
28552,70335887,Glaciated,45.622566094,-89.4826601753,070700011302,82.96863,20.0826
42299,70335433,Glaciated,45.6629815005,-89.4625101049,070700010603,122.0808,29.07217
56764,157356048,Glaciated,44.6008402475,-89.4394684074,070700030103,568.8489,44.08978
130396,152372274,Glaciated,45.416878355,-89.4410900981,070700020301,21.89711,5.160896
1587,70331573,Glaciated,45.9789310635,-89.4487070245,070700010501,64.38807,10.43239
52665,69885996,Glaciated,46.041984569,-89.4532976085,070700010502,183.6663,9.230669
82681,70336065,Glaciated,45.6012268636,-89.4308388797,070700011302,41.4399,5.661117
4173,70334435,Glaciated,45.7251678529,-89.422035019,070700010602,50.99186,2.348974
1496,70332817,Glaciated,45.8616399436,-89.4325020436,070700010402,274.9642,8.343413
2908,152372167,Glaciated,45.4498947532,-89.4155518655,070700020301,15.6793,3.032339
4496,70332237,Glaciated,45.9079741957,-89.4055113572,070700010403,72.96103,4.239712
276501,{17D4717F-89DA-4C2E-882C-06284A940B94},Glaciated,45.6646496484,-89.392207483,070700010603,199.504,2.698054
127273,157355513,Glaciated,44.7754481906,-89.3818066314,070700030102,293.0823,14.27303
25502,70335597,Glaciated,45.648262086,-89.3722394628,070700010708,48.87487,9.903453
60860,70335327,Glaciated,45.6664422467,-89.3653163681,070700010705,406.952,5.626498
1000,70331491,Glaciated,45.9809619607,-89.3261359951,070700010307,160.9526,11.85966
113576,70330813,Glaciated,46.0641549391,-89.3366580678,070700010303,59.2844,5.627058
3332,70336843,Glaciated,45.5102985586,-89.3147723677,070700011301,75.29618,6.716375
45360,70333597,Glaciated,45.7917964545,-89.3168893967,070700010602,45.60655,2.999749
2461,70332607,Glaciated,45.8716324245,-89.3184483464,070700010402,866.1533,9.990611
2598,70332017,Glaciated,45.9268791882,-89.3252507123,070700010404,102.7996,10.20806
80615,70338351,Glaciated,46.206859078,-89.2990114535,070700010301,245.6226,1.667889
26549,152372579,Glaciated,45.3525142,-89.2637682523,070700021204,436.5591,58.27905
2370,70332613,Glaciated,45.8667407469,-89.2696128087,070700010401,556.9715,22.49616
67120,70330155,Glaciated,46.1912477261,-89.2709002514,070700010301,287.7017,2.402654
132492,152372716,Glaciated,45.325408905,-89.2469775374,070700021204,294.4867,52.89272
13895,152372246,Glaciated,45.4121147636,-89.2475254486,070700020301,88.93999,7.576563
110516,70335213,Glaciated,45.6714738724,-89.2575459973,070700010705,22.63943,2.463331
86897,70331657,Glaciated,45.9599367707,-89.2482797955,070700010308,63.17554,10.71776
276502,{157F98D6-ABF3-4730-9903-4BBEA2384E56},Glaciated,46.164234829,-89.2492479257,070700010301,530.298,10.4678
62947,152372508,Glaciated,45.3648275512,-89.2413412762,070700021204,75.27858,17.02592
3914,70333925,Glaciated,45.761364068,-89.2318413855,070700010704,348.8026,27.49899
78517,70330537,Glaciated,46.1191758129,-89.2295579514,070700010302,47.36137,2.348269
137607,70332157,Glaciated,45.9078814882,-89.2151109907,070700010206,39.00184,5.848968
71173,70330689,Glaciated,46.0855355302,-89.2267634035,070700010304,446.9474,36.56722
68137,70332395,Glaciated,45.8833825483,-89.2078880013,070700010401,43.25015,2.968468
276503,{493B93E8-973D-46CF-800C-5B8868FC90B5},Glaciated,45.9410593949,-89.1834788491,070700010206,951.6962,8.918976
1138,70331909,Glaciated,45.930465378,-89.1638538615,070700010206,142.141,2.040695
4230,152372627,Glaciated,45.3354161574,-89.1461994902,070700021201,162.1813,17.4978
276504,{484C35CD-69EB-4031-B15A-E9A5F10F3C44},Glaciated,45.8289708912,-89.1332195008,070700010205,146.2615,1.186674
122019,70333539,Glaciated,45.7873563941,-89.1329235287,070700010203,37.91455,2.967765
133551,70330671,Glaciated,46.0871720333,-89.1177653531,070700010304,433.2633,56.87249
51605,152373045,Glaciated,45.2785895909,-89.1032974812,070700021201,161.2997,11.50471
276505,{C0EF366E-378D-408F-A925-9EFF4BD4F034},Glaciated,45.7917785324,-89.0994970648,070700010203,202.0127,3.112797
29605,70330833,Glaciated,46.0481533202,-89.1022702777,070700010305,81.93013,8.18965
49511,152372677,Glaciated,45.3198940307,-89.090316957,070700021201,119.6541,14.06196
132494,152372967,Glaciated,45.283797056,-89.0510002769,070700021101,243.1448,51.90661
136562,152372726,Glaciated,45.3113982892,-89.0489958025,070700021201,51.975,9.671853
90063,70333403,Glaciated,45.7946932139,-89.0202881102,070700010202,116.1768,4.119281
80616,70333683,Glaciated,45.7717377083,-89.0176225482,070700010201,528.6216,41.81593
11853,141290562,Not_Glaciated,43.197533656,-90.5007148075,070700051702,313891.4,10902.16
129332,157359757,Glaciated,44.2766668483,-90.3197581964,070700031301,1065.396,22.76195
1283,157362985,Glaciated,43.9269890294,-89.9653190122,070700031803,57224.72,10.88446
4688,157360342,Glaciated,44.2018538882,-89.7995374098,070700030603,979.7204,11.26641
5436,70337037,Glaciated,45.5112400269,-89.8629154427,070700011103,9167.244,56.02437
90060,152378141,Not_Glaciated,44.6917441329,-89.8161652061,070700021707,1208.149,7.553764
5198,157358271,Glaciated,44.3648461597,-89.7476435538,070700030403,24100.55,424.5665
757,152377026,Not_Glaciated,44.7966760996,-89.700543381,070700021803,26229.23,69.27182
1095,157356350,Not_Glaciated,44.5396844817,-89.6231548385,070700030302,15914.04,15.78916
4978,70336079,Glaciated,45.5954100485,-89.5553985407,070700011302,288.9355,1.793943
3169,70335669,Glaciated,45.632152855,-89.3303004763,070700010708,775.4713,4.772579
4276,70337491,Glaciated,45.4547649826,-89.2388532529,070700010702,1338.473,6.496579
5516,70333891,Glaciated,45.769962598,-89.5177427766,070700010601,429.4487,1.474603
85846,70332033,Glaciated,45.9266876988,-89.4479830414,070700010403,1210.584,7.512135
276506,{605E6564-B61C-40B6-AA73-84AD7C054153},Glaciated,46.0243120221,-89.3166161346,070700010306,543.774,3.549286
2698,70333049,Glaciated,45.8374228288,-89.2525376599,070700010401,1013.953,3.700662
276507,{88374465-DA2B-47F8-BFC6-002E7DF1353E},Glaciated,45.9322044244,-89.2081755528,070700010206,319.7691,1.371637
26565,141290563,Not_Glaciated,43.2023531058,-90.5269066145,070700051702,100.4601,3.396452
110530,157361356,Not_Glaciated,44.1467576289,-90.5151471317,070700031505,42.39417,7.023744
72189,157361849,Not_Glaciated,44.1213853024,-90.4592027387,070700031505,764.3935,29.56261
64011,157360948,Not_Glaciated,44.1731254767,-90.4708827594,070700031506,182.8934,12.42283
90054,157361842,Not_Glaciated,44.118362641,-90.4528059128,070700031505,22.30896,3.729949
51589,157362277,Not_Glaciated,44.0845298317,-90.4199908724,070700031507,2261.705,17.73854
84805,157361439,Not_Glaciated,44.1371599363,-90.4095277,070700031506,63.40815,6.508842
24489,157362633,Glaciated,44.0620090979,-90.3681947144,070700031507,115.9046,3.725035
123050,157360507,Glaciated,44.2088481693,-90.3242323623,070700031401,1159.096,12.4437
126207,157360784,Glaciated,44.1747749552,-90.304286332,070700031401,648.8636,15.59019
