lagoslakei,hcurv_min,hcurv_max,hcurv_median,vcurv_min,vcurv_max,vcurv_median,elev_min,elev_max,elev_median,slope_min,slope_max,slope_median,relief1000_min,relief1000_max,relief1000_median,relief500_min,relief500_max,relief500_median,relief100_min,relief100_max,relief100_median,relief50_min,relief50_max,relief50_median,dev1000_min,dev1000_max,dev1000_median,dev500_min,dev500_max,dev500_median,dev100_min,dev100_max,dev100_median,dev50_min,dev50_max,dev50_median
2960,-0.001762,0.002636405,1.06e-4,-0.00136437,0.003179619,1.38e-4,301,337,311,0,25.92708778,3.065888592,9,40,21,6,37,15,0,34,6,0,22,2,-1.474630148,3.45017116,0.171610793,-1.899529483,3.403904815,0.391066479,-2.080318804,2.209626374,0.171042318,-2.666666667,2.035526756,0.078411058
3045,-9.63e-4,0.001053902,-3.79e-5,-0.001290575,0.001165292,7.03e-5,221,242,230,0,11.99274737,2.780288516,12,32,22,8,22,14,2,16,5,1,11,2,-2.246639527,1.193445667,-0.538863665,-2.269618348,1.890431377,-0.296576758,-2.466279615,1.983965205,0.012892297,-2,1.849000654,0
3190,-0.00248707,0.002404302,1.38e-4,-0.002674645,0.002584246,4.5e-5,415,443,427,0,29.69339663,4.558325741,13,40,22,9,29,17,0,27,8,0,20,4,-1.5369488,2.859958791,0.175225837,-2.060522727,3.481918689,0.235281566,-1.799540992,2.079762997,0.116081926,-2,1.97765293,0.038511971
3152,-0.001255921,0.001960803,1.3e-4,-0.001742912,0.002016432,1.31e-4,257,287,266,0,23.92524167,3.074846127,10,30,16,5,30,14,1,22,6,0,18,3,-1.70563466,4.407792562,0.422802033,-1.720771339,3.980030024,0.482454734,-2.288708331,2.284407229,0.170356586,-2.666666667,2.666666667,0.077493013
3169,-0.002597523,0.00236571,1.06e-4,-0.002165659,0.002497039,1.38e-4,474,508,482,0,27.42195075,3.704791834,8,49,14,5,48,12,0,25,6,0,20,3,-1.823308342,2.826995785,0.234903659,-1.566563718,3.506784161,0.452775717,-1.895092089,2.243131486,0.173162766,-2,2.133333333,0.07895047
3246,-8.78e-4,0.001349224,1.14e-4,-0.001397768,0.001726486,5.37e-5,239,262,247,0,16.19032937,2.780288516,8,22,14,0,19,10,0,18,5,0,13,2,-1.541044327,3.273451778,0.514418717,-1.917655987,4.11891,0.452326935,-2.173414439,2.299542692,0.143190067,-2,1.885618083,0.056295683
3377,-0.002180359,0.001888056,1.67e-4,-0.002177164,0.002136068,1.65e-4,317,346,330,0,17.43280545,4.627367506,21,69,43,11,39,21,2,21,9,1,15,4,-1.284220911,2.00343481,-0.259068217,-1.463435259,2.37323799,0.150248533,-1.585414534,2.095338078,0.194878088,-1.763834207,1.885618083,0.085791154
3491,-0.002095739,0.00139715,5.35e-5,-0.002447977,0.001612036,2.93e-4,464,496,481,0,25.87812165,4.827653444,17,35,23,12,35,20,0,24,11,0,17,4,-2.125372377,1.637324403,-0.083873434,-2.008056471,1.706927694,0.130872522,-1.882882272,1.987534743,0.134165508,-1.763834207,1.791957341,0.0699062
3551,-0.001426249,0.001321207,8.32e-5,-0.001557372,0.001499787,7.25e-6,358,394,367,0,16.95411524,4.365163345,25,48,38,8,43,25,1,20,7,0,12,3,-1.471491717,0.692137549,-0.6158981,-1.51607493,1.490583721,-0.241073172,-2.063203528,1.774074273,0.006056941,-1.988269694,1.849000654,0
3650,-0.001184539,0.001634209,8.23e-5,-0.001550468,0.00169102,6.76e-5,149,177,162,0,22.08445252,3.684060503,13,38,24,9,32,16,0,17,7,0,16,3,-2.001404617,1.609070826,-0.1625379,-1.982204566,2.772500664,0.072960446,-2.774910049,1.845163144,0.008746855,-1.849000654,1.829318242,0
3667,-0.001765228,0.001945989,8.37e-5,-0.00147402,0.001922853,7.73e-6,369,392,378,0,20.82722116,3.266860325,11,36,21,5,31,15,0,18,7,0,15,3,-1.386540616,2.555706108,-0.007518017,-1.640306884,2.592122951,0.171621723,-2.387194877,2.595746975,0.138033021,-2.666666667,2.666666667,0.046093166
3802,-0.002116908,0.002613041,1.07e-4,-0.001834695,0.001904925,-7.83e-6,325,345,331,0,20.53282398,2.778742502,9,28,19,5,25,12,1,21,6,0,16,2,-1.212509568,2.836513329,-0.047976359,-1.515520594,2.711311241,0.113689257,-2.527976145,1.999854784,0.079705625,-2.666666667,2,0.0799954
3847,-0.001687042,0.002918106,7.8e-5,-0.001526491,0.002314435,1e-4,260,288,273,0,16.26597142,4.929789351,22,40,27,14,40,25,2,19,9,1,10,4,-2.088647477,2.336261852,-0.017027556,-1.859657727,3.360087464,0.298126515,-2.236576174,2.11710971,0.079850524,-1.763834207,1.849000654,0
3962,-0.001232077,0.001337563,3.8e-5,-0.001627124,0.002097761,8.37e-5,401,434,411,0,22.98683409,3.313626417,10,41,19,6,38,16,1,20,6,0,16,3,-1.512761945,2.059674383,0.022628599,-1.286822853,1.791168023,0.086847156,-2.173414439,2.25124919,0.078563043,-2.666666667,2.666666667,2.03e-4
3989,-0.002204152,0.002582737,4.61e-5,-0.001708777,0.002927382,1.07e-4,323,353,332,0,36.89713502,2.8245822,9,33,15,7,32,12,0,29,6,0,28,2,-1.549735092,2.819333226,0.14061364,-1.561015176,3.281569037,0.265599588,-2.25416871,2.039116905,0.171042706,-2.666666667,2.666666667,0.078096633
4052,-0.001260184,0.001608448,2.08e-5,-0.001574282,0.001821935,-2.42e-5,261,282,267,0,23.76673981,3.212028373,13,30,23,5,30,17,2,21,7,0,17,3,-1.748647313,1.731776326,-0.555461438,-1.60853763,3.70123158,-0.10715824,-1.66180047,1.852726649,0.021963239,-2.666666667,1.905158689,2.56e-4
4063,-0.001725974,0.00194564,1.15e-4,-0.001437186,0.001790605,1.16e-4,486,516,502,0,16.34889087,4.402298938,21,43,27,14,39,21,2,20,8,0,12,3,-1.74376902,1.40540723,-0.148330737,-1.872585296,2.867052822,0.04767405,-2.01567454,1.618679894,0.163592209,-1.763834207,2.666666667,0.076385199
4294,-0.001906448,0.002361747,1.36e-4,-0.001858805,0.002666538,1.07e-4,274,300,284,0,24.34890698,3.704791834,10,33,19,0,28,15,0,23,7,0,16,3,-1.763804428,2.136833429,0.133479675,-1.688747653,2.776341154,0.327532866,-2.042029424,2.249389762,0.171246246,-2.666666667,2.286647802,0.078606109
4255,-0.001884367,0.00214483,1.09e-4,-0.001993325,0.001924764,2.28e-4,297,318,307,0,22.59291976,4.398844776,11,24,16,8,22,15,0,17,8,0,16,4,-1.175952318,2.486252027,0.649572286,-1.298624546,4.665504212,0.547473688,-2.209050812,1.823058684,0.202107767,-2.666666667,1.885618083,0.076738416
4258,-0.002747162,0.003586486,1.69e-4,-0.002965346,0.003560586,1.09e-4,309,366,330,0,28.50429248,7.562516043,27,69,47,14,62,36,3,32,14,1,22,6,-1.72244799,2.32991572,0.016434887,-1.467561846,2.164502526,0.08666096,-1.43810451,1.788162921,0.070929655,-1.424791223,1.707904082,0.039625371
4253,-0.001279545,0.001779038,9.82e-5,-0.001595452,0.002107458,2.98e-4,238,265,253,0,24.08671904,3.921432126,14,44,22,10,33,17,1,20,9,0,16,3,-1.979691737,1.882779511,0.181177578,-1.739875145,2.171502959,0.476958116,-2.137117618,1.93965088,0.235394919,-1.833333333,2,0.070133315
4357,-0.001315745,0.001400372,9.87e-5,-0.001056691,0.001301997,-4.02e-5,801,829,812,0,14.85373838,4.229521697,16,125,67,10,58,20,2,17,8,1,11,3,-1.239442986,1.430816626,-0.413377085,-2.026893595,2.322797119,-0.13892018,-1.758994522,2.067565,0.057924751,-1.490711985,1.763834207,0
4348,-0.002066803,0.002292364,2.29e-4,-0.002041707,0.002014851,7.71e-5,515,545,525,0,20.88926123,4.818745587,16,43,30,11,41,20,2,21,9,0,15,4,-1.480874489,2.599339499,-0.014600849,-1.570025277,2.289196498,0.147183125,-1.819486791,1.902331139,0.147062195,-1.875146502,1.6932834,0.085305803
4343,-0.00260397,0.002796576,1.67e-4,-0.001953727,0.002028523,1.57e-5,531,572,544,0,21.79757349,5.428541492,19,44,28,13,41,23,0,24,10,0,16,4,-1.934611011,2.833006713,-0.173043995,-1.530410257,2.542688641,0.04513071,-1.493642897,1.477778423,0.086489824,-1.885618083,2,0.054318048
4446,-0.001729173,0.002046478,1.13e-4,-0.00203098,0.002321617,2.27e-4,503,535,517,0,23.4810423,4.077560737,14,41,23,10,38,19,0,22,8,0,17,3,-1.509031315,2.317176567,0.571366251,-1.392723827,2.465434799,0.463059395,-2.195211666,2.103440735,0.17162938,-1.849000654,2.666666667,0.076890114
4546,-0.001132223,0.001391478,5.17e-5,-0.001252847,0.00164173,-2.42e-5,350,387,356,0,14.61038237,2.822100642,21,45,35,5,42,17,1,17,5,1,9,2,-1.102441401,1.58847254,-0.288838823,-1.616123807,3.625922872,0.016290997,-1.736959132,2,0.042092327,-1.849000654,1.788854382,0
4595,-0.001412169,0.001590892,3.65e-5,-0.001058663,0.001392627,3.9e-4,256,274,266,0,15.71371541,3.066395001,11,28,17,9,21,14,2,16,7,1,12,3,-1.499539942,1.961913459,0.630354112,-1.614129233,1.747072065,0.664238532,-2.444257648,1.86180917,0.329392386,-2,1.833333333,0.145553041
4597,-0.002712011,0.002637999,4.5e-5,-0.002441003,0.002178115,1.36e-5,502,563,522,0,39.72560966,8.881804497,30,79,52,21,70,39,3,38,14,0,31,6,-1.682840884,2.645605192,-0.264075109,-1.295985786,1.634524217,-0.164979695,-1.472291086,1.343211519,0.024214827,-1.424791223,1.118322849,0.024445263
4659,-0.001750138,0.002127537,9.77e-5,-0.001925892,0.002436006,1.99e-4,460,484,473,0,24.34433883,3.93751044,12,34,20,9,24,15,2,21,7,0,17,3,-2.127034659,2.285844124,0.331265644,-1.909398095,2.246761759,0.391330127,-2.013688071,2.086623109,0.20065470999999999,-1.833333333,2,0.086387946
4662,-0.001387862,0.001432029,3.93e-5,-0.001421266,0.001743451,-3.66e-5,440,460,447,0,16.84360073,2.786870269,11,30,19,7,28,15,0,16,6,0,11,2,-1.927277112,1.806731676,-0.241002014,-1.439738997,1.88894483,0.086178193,-2.106881002,2.186895727,0.00783484,-1.849000654,2,0
4648,-0.001211868,0.0013652,6.85e-5,-0.001720974,0.001503064,6.9e-5,285,311,302,0,17.6613151,3.074458562,10,30,16,7,27,11,0,13,6,0,13,3,-3.335271347,2.474781843,0.077368369,-3.161199742,3.168714598,0.203532458,-2.661905825,2.429115509,0.141597925,-1.885618083,2.286647802,0.077051088
10,-0.001464228,0.001925673,9.77e-5,-0.001535089,0.00216091,2.36e-4,68,92,79.84227372,0,20.81014303,3.731037338,10,47,22,6,43,15,0,19,7,0,14,3,-1.795339693,2.191988236,0.256427891,-1.400497301,3.40172283,0.575216214,-2.260953696,2.122004502,0.169999249,-1.829318242,2.015810523,0.055525345
452,-0.00145291,0.002024478,5.5e-5,-0.001788468,0.0017188,1.15e-4,417,446,428,0,20.1775854,3.917727103,12,30,20,7,28,16,1,22,7,0,16,3,-1.349995177,2.866724881,0.112170179,-1.348255601,2.998608055,0.203708941,-2.21314138,2.499255562,0.108400947,-2.666666667,2.666666667,0.048386868
453,-0.001701787,0.003352573,2.63e-4,-0.002190539,0.003542257,-1.68e-4,499,538,512,0,24.46142321,6.082378963,17,46,28,13,39,24,0,30,11,0,18,5,-1.283807299,3.013359252,0.140185726,-1.580420232,2.892883461,0.114896132,-2.290880301,1.665264601,0.042038908,-1.63784605,1.547479629,0
446,-0.001548039,0.001951295,6.7e-5,-0.001605822,0.002060426,2.43e-5,504,539,518,0,23.67453719,5.342449775,17,42,28,13,41,23,2,28,10,0,18,4,-1.718195004,1.741225561,-0.102231271,-1.478230769,1.929493305,-0.070770548,-1.465121896,1.938303265,0.055963202,-1.619047619,1.885618083,0.041545973
490,-0.001616394,0.00248618,1.38e-4,-0.002767824,0.003069419,1.99e-4,264,294,277,0,32.47693932,4.346034364,12,39,21,11,32,18,0,28,8,0,24,3,-1.784041254,2.129208817,0.147038116,-1.834844985,2.407913379,0.359913642,-1.97773839,2.074008492,0.140155298,-2,2.357022604,0.076908757
480,-0.001107239,0.001313496,6.93e-5,-0.001276627,0.00147172,1.31e-4,258,281,267,0,20.09966516,3.730337869,12,64,23,8,52,14,0,23,7,0,19,3,-1.349876608,2.353804019,0.055645903,-1.66614774,2.083911813,0.197034463,-2.122539031,2.103616723,0.169474733,-1.885618083,2.666666667,0.077146913
523,-0.001131314,0.001136498,3.93e-5,-0.001840607,0.001561173,2.43e-5,270,314,280,0,24.57985509,4.209995692,20,47,35,5,45,27,0,27,8,0,18,3,-1.2539106,1.413995263,-0.320032573,-2.271391442,3.273341629,-0.078265866,-2.023607717,2.617845294,0.046624369,-1.849000654,2,0
627,-0.001247621,0.001577459,8.33e-5,-0.001515953,0.001721442,-2.24e-5,237,259,244,0,21.60421549,2.780288516,11,44,22,5,25,15,0,20,5,0,15,2,-1.333495269,2.406699066,-0.241544014,-1.716291533,2.555398051,-0.012523108,-2.244930292,2.11697248,0.047627761,-1.924500897,1.885618083,0
622,-0.00150828,0.001902331,1.13e-4,-0.001524387,0.002410306,1.39e-4,306,337,319,0,23.25838765,4.460223738,12,35,20,9,32,17,2,25,8,0,20,4,-1.642731345,2.984395456,0.141990653,-1.40576515,2.719994499,0.357142176,-2.161363157,2.414067163,0.111450039,-1.763834207,1.988269694,0.07033582
811,-0.001873573,0.001913106,1.56e-4,-0.002434783,0.002273476,2.91e-4,485,514,501,0,27.003546,4.55634925,15,33,21,12,33,20,2,27,10,0,20,4,-2.550317456,2.257727535,0.10980717,-2.373789196,2.139532366,0.33096887,-1.856984263,2.555673448,0.206568132,-1.716603492,2,0.101389295
870,-0.002132631,0.002057602,-1.58e-5,-0.00182461,0.0015007,-1.15e-4,421,485,441,0,27.9372266,8.948040316,45,151,85,24,88,55,4,34,16,0,21,7,-1.431806453,1.686031728,-0.474429069,-1.591242577,1.081726517,-0.242367301,-1.435351933,1.332071368,0.007943782,-1.376124924,1.166666667,0.001167176
865,-0.001509348,0.001485226,9.85e-5,-0.001305246,0.001492633,2.03e-4,430,456,443,0,20.21523928,3.832338796,13,31,18,8,25,16,2,19,8,0,15,3,-2.256277958,2.207394803,0.200352893,-2.316439161,2.178306138,0.421404549,-2.131717138,2.1554586,0.171929723,-1.833333333,1.875146502,0.071626181
857,-0.00093000000000000005,0.001767447,6.88e-5,-0.001424927,0.001913102,2.3e-5,260,286,267,0,21.44638985,2.782455034,11,30,20,5,25,15,1,19,5,0,16,2,-1.361480606,2.687175013,-0.204906536,-1.363235453,3.70123158,0.048056943,-2.419817224,2.712905467,0.1124245,-1.885618083,2.666666667,0.044515188
931,-0.001587409,0.002331732,1.37e-4,-0.001583475,0.002312098,2.82e-4,412,436,424,0,25.09238002,3.912148219,10,27,16,8,24,15,0,21,7,0,17,3,-1.4528892900000001,3.077490474,0.735508481,-1.308465222,2.644864468,0.709384294,-1.999010033,2.246859884,0.202895514,-2.666666667,2.666666667,0.077051647
985,-0.001366236,0.001285521,-5.26e-5,-0.001394218,0.001237739,-8.6700000000000007e-005,269,293,279,0,11.69579324,3.699698674,16,32,23,12,28,19,2,18,7,1,9,3,-2.393046678,1.207610898,-0.992821521,-1.772877689,1.39698198,-0.553332039,-2.058772778,1.929424578,-0.08263163,-1.421338109,1.511857892,0
1261,-0.001029075,0.001661999,1.12e-4,-0.001,0.001826245,1.44e-4,274,298,282,0,22.99156796,3.903631017,12,32,18,8,24,15,3,23,8,0,17,4,-1.368944385,2.588971611,0.133521495,-1.251653334,2.946556897,0.417720624,-1.954512734,2,0.226256239,-1.666666667,1.763834207,0.117538343
1277,-0.002145246,0.003288776,1.07e-4,-0.002327259,0.002755727,1.97e-4,418,451,435,0,26.19855603,4.552432087,14,35,22,11,32,19,0,26,9,0,19,4,-1.719523153,2.880059258,0.389789091,-2.112509715,2.361325983,0.357062604,-2.012929115,2.684768504,0.108769951,-2,2.141213516,0.048665773
1247,-0.001291321,0.001585127,1.59e-4,-0.001294338,0.002028475,2.44e-5,570,601,579,0,23.64084211,3.105379756,23,64,44,11,49,25,2,28,6,0,21,2,-0.838177178,2.394741293,0.242002869,-1.273995931,1.993667883,0.212494888,-2.290379228,1.925434791,0.171721822,-2.357022604,1.988269694,0.075442629
1249,-0.001208624,0.001362438,8.3e-5,-0.001243086,0.001114465,2.01e-5,508,527,517,0,11.27223987,3.259294458,12,41,25,9,30,14,2,16,6,0,7,3,-1.584130905,1.632623499,0.335434382,-2.405139895,2.226564841,0.135107724,-1.899091289,1.725600163,0.103398949,-1.849000654,1.885618083,0.039528146
1319,-8.47e-4,0.001389798,3.84e-5,-0.001164523,0.001554851,3.99e-5,250,276,259,0,14.11096883,2.467435672,8,42,21,6,30,12,0,13,5,0,11,2,-1.974039138,2.127164941,-0.173752279,-1.846115463,2.407979421,0.143151496,-2.569642756,2.363515791,0.080590573,-2.666666667,2.309401077,0
1366,-0.001524188,0.001905117,1.14e-4,-0.001199851,0.002032585,1.6e-4,226,244,235,0,16.24038709,3.075374322,8,28,12,7,18,10,0,15,6,0,12,3,-1.78710302,3.061763563,0.360404009,-1.880995292,4.387362843,0.517898804,-2.299542692,2.134271987,0.233637125,-1.849000654,2.666666667,0.108353388
1356,-8.91e-4,0.001746797,8.63e-5,-9.53e-4,0.001737166,-2.15e-5,253,275,260,0,13.28980368,3.040111614,11,24,16,6,21,13,1,15,6,0,10,3,-1.802864132,3.227849977,-0.326710721,-1.589000414,2.705213896,-0.015335724,-1.943533608,2.411601155,0.079480497,-2.666666667,1.924500897,0.050503859
1354,-0.001273336,0.001805045,7.78e-6,-0.001512792,0.001587237,4e-5,319,351,328,0,18.65954933,3.845720817,17,38,29,10,37,21,2,27,7,0,17,3,-1.859502143,2.240954241,-0.64258215,-1.532259496,1.662694395,-0.210316905,-2.106038727,2.202073898,0.014350748,-1.849000654,1.885618083,1.13e-4
1452,-0.002002282,0.003609565,7.67e-5,-0.003469384,0.003291333,4.55e-5,496,564,505,0,35.26368209,4.214327401,11,89,50,6,78,25,0,43,7,0,26,3,-1.786348255,2.7338966,-0.235152166,-1.602827779,2.020606458,-0.086712683,-1.673165299,2.352818566,0.078547933,-1.539600718,2.666666667,0.049190652
1590,-0.004336315,0.00460906,2.73e-4,-0.004352555,0.004221866,9.02e-5,208,295,247,0,46.20158457,10.92642925,30,82,49,24,73,43,0,56,20,0,43,8,-1.871174944,2.332734596,-0.140931539,-2.213924975,2.656131817,0.077640704,-1.895092089,2.020094753,0.10174936,-1.875146502,2.121320344,0.048581266
1641,-7.88e-4,0.001000169,3.4e-5,-9.42e-4,0.00103059,1.89e-4,262,276,269,0,11.86577638,2.245371446,8,18,11,5,16,9,1,10,4,0,8,2,-1.424359803,2.511294273,0.63234695,-1.542076243,2.367225462,0.740079912,-2.267935599,2.082041217,0.204388063,-1.849000654,2,0.084398905
1731,-0.002966277,0.00263095,2.89e-4,-0.002912269,0.00245811,-1.4e-5,595,655,609,0,26.58614244,6.188514793,29,85,48,8,61,30,2,44,10,0,22,4,-1.063289748,3.182588213,0.139070575,-1.272358583,2.570180105,0.053675113000000003,-1.482980939,1.877152387,0.070960466,-1.833333333,1.885618083,0.038727319
1695,-0.001789017,0.00171473,3.77e-5,-0.001501971,0.001973308,1.02e-4,276,299,287,0,18.47618064,4.629825729,12,29,18,10,23,16,0,19,9,0,13,4,-2.209933438,2.12119801,-0.04417414,-1.756648022,1.998027423,0.167043934,-1.73106297,1.764114237,0.083713583,-1.916666667,1.63784605,0.025847749
1767,-0.00129172,8.95e-4,-5.29e-5,-9.97e-4,0.001216826,-6.97e-5,270,290,278,0,9.175758993,3.040403285,17,31,24,11,29,18,1,12,6,0,7,3,-2.220801613,1.136410135,-0.726200438,-1.634832996,1.225734649,-0.352322629,-2.11549117,2.012929115,-0.052068961,-1.849000654,1.666666667,0
1798,-0.001242606,0.001077737,6.92e-5,-0.0010920769999999999,0.001736715,1.14e-4,484,503,491,0,20.28246606,2.67607223,7,20,13,5,18,10,0,18,4,0,15,2,-1.681552349,2.708513115,0.328101272,-1.731329134,2.318703103,0.518234073,-2.151469439,2.44235696,0.141256522,-2.666666667,2.666666667,1.49e-4
1766,-0.001335182,0.001760968,6.87e-5,-0.001700495,0.001502584,2.51e-5,262,287,271,0,15.72693296,3.801939552,13,26,18,9,25,15,2,17,7,0,14,3,-1.939089945,4.427404417,0.019165051,-1.77836594,4.025994638,0.234678302,-2.509021277,2.507551599,0.044932973,-2,2.333333333,9.63e-4
1804,-0.001299538,0.001272861,8.45e-5,-0.001231483,0.001629741,1.73e-4,320,344,331,0,24.95530481,3.087026243,12,27,18,8,23,15,0,22,7,0,18,3,-1.613404851,2.332066829,0.64814973,-1.624429328,2.282024022,0.58772131,-1.964748254,2.028118724,0.212086538,-1.833333333,1.988269694,0.069411421
1984,-0.001524197,0.001794591,9.88e-5,-0.001660676,0.001455465,-5.34e-5,409,432,415,0,17.52653025,3.313880986,15,32,23,9,28,15,0,17,7,0,12,3,-1.530466875,1.360486312,-0.476300832,-1.447475458,2.171205807,-0.116635996,-1.74410347,2.225825634,0.002460283,-2,2,7.97e-4
1983,-8.49e-4,9.29e-4,5.07e-5,-9.54e-4,0.001361276,5.34e-5,380,395,385,0,12.18057287,2.28650262,8,22,13,5,20,9,1,14,4,0,7,2,-1.60660929,1.943355577,-0.07267677,-1.450502247,2.362020888,0.213470062,-2.147029062,2.246772736,0.045547675,-2.666666667,2,2.31e-4
1986,-0.001588276,0.002452164,1.07e-4,-0.001627537,0.001636361,1.9e-4,273,294,282,0,23.70251323,3.067643749,7,35,14,5,26,12,0,19,6,0,17,3,-1.700585166,2.425634923,0.485099687,-2.2741072,2.849440351,0.545328608,-2.406207675,2.413529944,0.203116656,-2.666666667,2,0.077297858
1981,-0.0047917360000000004,0.004650911,2.69e-4,-0.003804839,0.00457107,-3.89e-4,182,270,217,0,35.38141694,10.89415826,54,101,76,40,85,59,5,51,19,0,30,9,-1.411366803,1.312246927,-0.445255371,-1.638910505,1.981394675,-0.38514484,-1.511524819,1.447748993,-0.007800646,-1.644146093,1.479200523,0.001468954
2004,-0.003014438,0.0030643,1.35e-4,-0.003123857,0.00288475,2.28e-4,421,449,433,0,26.6550992,4.567962695,11,33,18,8,31,16,0,23,8,0,18,4,-1.398438537,2.645989377,0.359960355,-1.595247307,2.635984501,0.45096017,-1.992493967,1.981327122,0.180209336,-2,2.666666667,0.077556884
1997,-0.002359968,0.002296985,1.07e-4,-0.002174296,0.002378946,7.77e-5,264,303,278,0,24.53758573,3.895369752,11,54,31,8,49,18,0,26,8,0,22,3,-1.777551535,3.197661635,-0.077989011,-2.036420293,4.018775519,0.139527429,-2.039802992,2.55461994,0.109169534,-2.666666667,2.666666667,0.047801015
2433,-0.001133501,0.001327168,9.92e-5,-0.001181807,0.001294659,9.98e-5,249,269,257,0,16.37121149,3.066026438,10,22,14,6,22,12,1,17,6,0,14,3,-1.97153495,2.674057047,0.238370482,-1.916313818,2.672580939,0.512971914,-1.954580508,2.01246118,0.162307123,-2.666666667,2,0.077508008
2708,-0.001696288,0.002955915,5.88e-6,-0.001631137,0.00253352,4.72e-5,347,383,357,0,23.04258753,3.848977945,18,54,29,13,41,23,0,19,8,0,15,3,-1.4768735,2.240995875,-0.257099772,-1.44571507,2.564514994,-0.047108012,-1.897729678,2.073284221,0.001008109,-1.849000654,2.133333333,0
2806,-9.6e-4,0.0013796,9.98e-5,-0.001664447,0.002136776,1.75e-4,384,407,393,0,20.41779482,2.837057121,8,33,15,6,24,12,1,18,5,0,14,2,-1.470816707,2.340256961,0.350516253,-1.352619977,2.68302781,0.422701283,-1.912350603,2.938012085,0.170643426,-2.666666667,2.275000492,0.077583609
2762,-0.001406571,0.002008848,1.76e-4,-0.001272727,0.001944384,7.18e-5,537,572,547,0,17.21300161,3.93606974,22,46,30,11,38,24,3,22,7,1,11,3,-1.204107928,3.528370638,0.258103695,-1.814652003,2.657102942,0.086765022,-1.476301477,2.112105417,0.132301886,-1.466666667,1.905158689,0.069859654
2781,-0.001796606,0.003590966,7.85e-5,-0.001668171,0.002465513,3.2e-4,516,544,529,0,23.1517036,5.327810249,16,34,21,10,31,18,2,21,10,0,16,4,-1.64219767,2.944680822,0.203619061,-1.731834098,2.376097675,0.390828752,-1.474690663,1.715398673,0.179330247,-1.539600718,1.479200523,0.100715637
2850,-0.001221235,0.001392942,3.78e-5,-0.001600965,0.001786346,2.19e-4,411,428,419,0,20.59033104,2.893163939,9,20,12,7,18,10,1,15,5,0,14,2,-1.891967225,2.09281841,0.35077948,-1.60857813,2.715564248,0.513126739,-2.262186063,2.20421426,0.2346659,-2.666666667,2.666666667,0.109572381
2927,-0.00131734,0.001364537,9.87e-5,-0.001258543,0.001741513,3.79e-5,376,396,384,0,17.77473174,3.072582027,10,25,14,7,20,12,0,17,6,0,12,3,-1.823457288,2.460656423,0.015572584,-1.53905149,2.680983815,0.26629871,-1.770083705,2.065638407,0.0525269,-1.849000654,1.849000654,0
2914,-0.002021934,0.002735356,1.3e-4,-0.002503086,0.003305296,2.9e-4,422,463,435,0,22.31151825,4.554561874,24,50,33,17,48,31,3,26,9,1,13,4,-1.314928271,3.163720824,0.138350041,-1.526548983,2.103005633,0.175811459,-2.155953222,1.734071551,0.099910114,-1.849000654,1.849000654,0.054084196
2278,-6.26e-4,0.001318526,3.75e-6,-9.12e-4,0.001227636,-7.08e-6,261,281,268,0,12.79557278,2.61495751,7,21,14,4,17,10,0,16,5,0,10,2,-2.706837443,3.682730393,-0.109282173,-3.007721161,4.40450347,0.014657199,-2.617553902,2.909884625,0.007585841,-2.666666667,1.849000654,0
3855,-0.001588454,0.002180217,9.91e-5,-0.001840752,0.002486801,1.98e-4,278,319,299,0,28.49919131,3.702503068,11,44,20,8,33,16,0,29,7,0,25,3,-1.879108489,2.585006276,0.264652215,-1.99927817,2.311928689,0.359430617,-2.384105982,2.284779924,0.171821826,-2.024684273,2,0.077398351
451,-0.001840882,0.001951282,5.36e-5,-0.001878985,0.002177011,4.43e-5,283,327,305,0,29.7393032,3.893214294,14,42,24,10,37,20,0,31,8,0,24,3,-2.465933593,2.667682885,-0.077173034,-2.622778644,2.244037942,0.077861748,-1.966755585,2.489089463,0.079326598,-2.141213516,1.924500897,0.001180479
2285,-0.002909695,0.003132091,4.39e-5,-0.003114013,0.002978032,-1.56e-5,282,324,298,0,27.41289275,3.699585177,13,56,26,7,39,17,0,24,6,0,20,3,-2.031903851,3.472225959,-0.358743728,-2.824669489,2.973262633,-0.110834328,-2.271837163,3.496537115,0.01353777,-2.282251539,2.133333333,8.52e-4
3059,-0.002742968,0.003289229,1.69e-4,-0.003112771,0.002953319,1.39e-4,447,490,462,0,30.67577686,4.210797899,7,64,21,2,46,17,0,28,8,0,21,3,-2.145552147,3.125424847,0.14058658,-2.383759984,3.898307876,0.29757892,-2.338245924,2.299319366,0.171991913,-2.666666667,2.666666667,0.077824299
3070,-0.001941547,0.002457328,1.07e-4,-0.002238568,0.002593819,1.11e-4,296,321,306,0,28.01188832,4.159049562,12,30,19,11,30,16,2,22,9,0,20,4,-1.676391546,3.583758385,0.229774769,-1.328362365,3.411388567,0.294059906,-1.899106341,2.276127307,0.140862101,-2.133333333,2.067546245,0.046132643
3369,-0.001580603,0.002174319,8.33e-5,-0.001560317,0.002212987,5.33e-5,332,362,339,0,17.7237952,3.725800947,8,46,27,5,33,16,0,21,7,0,12,3,-1.326249952,1.91891658,-0.085937977,-1.442810519,4.219067547,0.137132414,-2.090093405,2.422426164,0.109700666,-1.885618083,2,0.053189064
