NLAID,area,perimeter,SDI,bbox_lw_rat,dist_pole
NLA12_MN-258,481475.008789063,3930.47867961565,1.598,1.954,202.68981419529936
NLA12_MN-265,117413.88095665,1928.74579311997,1.588,3.038,116.35868969418175
NLA12_MN-267,138259.717811584,1858.0780929855,1.41,1.076,149.9046267374105
NLA12_MN-269,134517.699798584,1781.12164706466,1.37,1.977,119.97310804297535
NLA12_MN-271,34191.5130214691,681.230946624714,1.039,1.194,88.48322508733894
NLA12_MN-281,77225.7107009888,1095.93816022464,1.113,1.248,114.69222535516074
NLA12_MN-287,77337.3218841553,1226.99069453533,1.245,2.523,96.88151276679761
NLA12_MN-297,17874.0382080078,500.208307259667,1.055,1.514,60.95506825906981
NLA12_MN-303,157604.268428802,2208.51382811174,1.569,1.965,107.6303192252915
NLA12_MN-322,167452.664611816,1670.11806701548,1.151,1.421,181.4708974888563
NLA12_MN-325,32588.4573230743,679.323269770047,1.062,1.315,83.42974943652459
NLA12_MN-334,148323.507263184,1490.53480241469,1.092,1.398,164.3051060472826
NLA12_MN-335,24323.988494873,667.688268984241,1.208,1.703,55.163613578869
NLA12_MN-341,131195.684467316,1489.26580405895,1.16,1.656,137.28609316027195
NLA12_MN-367,20597.2737922668,594.439760866184,1.168,2.523,50.82491316447618
NLA12_MN-395,40740.0096654892,761.72032728386,1.065,1.145,96.82390918296899
NLA12_MN-415,261350.646190643,3737.35657182582,2.062,2.889,137.21341697354512
NLA12_ND-178,382929.820007324,3579.56118860763,1.632,1.157,187.91224792579317
NLA12_ND-190,164653.650817871,1543.0148601773,1.073,1.285,198.27582691292602
NLA12_ND-194,17184876.5810547,87409.1202223332,5.948,3.645,313.2338852078188
NLA12_ND-198,43033.0344848633,932.052601240922,1.267,1.778,70.49405321853246
NLA12_ND-199,191974.440246582,1806.96692169773,1.163,1.976,175.68505571632667
NLA12_MN-475,143156.950576782,1587.7730537581201,1.184,1.572,168.06161825048835
NLA12_MT-103,548840.747802734,4231.63107980322,1.611,2.306,224.07487673160344
NLA12_MT-104,5322072.99438477,16381.1309646464,2.003,1.662,810.4246563030216
NLA12_MT-106,6174968.1171875,23284.4650849307,2.643,1.55,723.5483956782733
NLA12_MT-107,398409.260498047,2792.30090849904,1.248,1.339,261.83794666310894
NLA12_MT-108,252079.311035156,2061.27464132581,1.158,1.693,212.33506184551374
NLA12_MT-110,77635.123046875,1394.07818383489,1.411,3.237,89.43720261041739
NLA12_MT-113,1482741.26245117,7276.62426489378,1.686,3.078,323.31827757244497
NLA12_MT-118,680442.398193359,4494.6364558715,1.537,1.266,289.33440514039034
NLA12_MT-119,187195.589111328,4967.17421966167,3.239,3.231,92.73081676036983
NLA12_MT-135,98201.7919921875,1472.20365372929,1.325,2.274,116.28376418753408
NLA12_MT-138,43400.4528808594,1050.60404462204,1.423,3.131,60.513116681858904
NLA12_MT-143,191188.461914063,1636.29451715537,1.056,1.342,204.44278476941355
NLA12_MT-144,1253618.46020508,6223.83438739645,1.568,1.099,414.0277575939963
NLA12_MT-151,95037.1958007813,2241.16131512418,2.051,1.941,86.98104825399218
NLA12_MT-152,111852.870605469,1519.74941303354,1.282,1.489,156.0494262276046
NLA12_MT-156,1507199.74804688,10655.457066824,2.448,1.107,411.155724614377
NLA12_MT-177,137685.749755859,2642.16365638408,2.009,3.258,111.15240172443636
NLA12_ND-101,2562103.19723511,6839.10644111833,1.205,1.745,632.3713885979731
NLA12_ND-102,1809746.11273193,10836.6389499809,2.272,2.75,384.59523634902945
NLA12_ND-106,5012988.30517578,14236.1617658128,1.794,2.389,800.7664921822931
NLA12_ND-113,47155.3517456055,1011.58355010181,1.314,1.207,84.64812455350211
NLA12_ND-119,376119.178649902,2347.2434023488,1.08,1.276,276.5859418232734
NLA12_ND-126,131846.64440918,1971.76497017953,1.532,1.092,138.49559268642477
NLA12_ND-139,232033.792724609,2989.81499384073,1.751,1.792,146.68467401174289
NLA12_ND-146,138003.771057129,1750.15333531831,1.329,2.75,115.3044415829435
NLA12_ND-162,418306.549438477,2707.02255508005,1.181,1.068,252.91384484890634
NLA12_SD-122,55243.3169555664,965.946260069414,1.159,1.875,94.30921006421082
NLA12_WY-R04,28298.1472167969,693.952133060572,1.164,1.588,69.21483460219333
NLA12_ND-R17,4175320.05908203,10030.206842198,1.385,1.38,780.1831874648191
NLA12_ND-R18,627132.684509277,2897.10021512358,1.032,1.085,385.65237354790304
NLA12_WY-R08,109205.229248047,1351.9292985608,1.154,1.501,135.38656975743226
NLA12_CO-R04,793961.845947266,7767.69974981347,2.459,1.92,277.09421163313567
NLA12_WY-101,167705.002197266,2087.3781241546,1.438,3.002,131.0115267097832
NLA12_WY-102,52539062.4580078,298447.900670818,11.615,4.257,1154.239825150771
NLA12_WY-104,12530561.3833008,24469.945447769,1.95,3.815,1024.1251664272788
NLA12_WY-117,130285.978515625,1798.89246805347,1.406,2.824,123.74169791124596
NLA12_SD-102,1917548.0039978,16438.9675821209,3.349,1.129,212.26865654609333
NLA12_SD-104,184311.676818848,1593.37514472255,1.047,1.368,198.30125889225891
NLA12_SD-106,8571951.29446411,20068.4922564825,1.934,1.714,925.265009535518
NLA12_SD-108,577621.329284668,5801.23797201385,2.153,1.774,223.0475192605334
NLA12_SD-109,208672.846328735,1887.90511702487,1.166,1.282,185.02502153225282
NLA12_ND-173,698099.082336426,5175.59851861668,1.747,2.132,222.17567430153287
NLA12_ND-186,312534.055175781,3310.93923521457,1.671,1.028,161.28523855909418
NLA12_ND-187,741521.612915039,5315.70015460015,1.741,1.843,270.54039248606404
NLA12_ND-196,1725442.03070068,9599.34289447968,2.062,4.617,410.6413276012781
NLA12_MT-109,16659894.517334,51929.8497851597,3.589,2.267,1033.1907157730361
NLA12_MT-126,411784.281982422,3461.38229762682,1.522,3.892,178.0541810513379
NLA12_MT-142,584461.493286133,6278.6696925278,2.317,1.611,203.454064619486
NLA12_MT-154,781108.952148438,7578.30446397718,2.419,2.46,204.91518720043496
NLA12_MT-160,966656.785644531,6620.05195294683,1.899,1.276,373.58274480186236
NLA12_MT-161,214492.129882813,2206.01997916596,1.344,2.43,170.45099282077908
NLA12_MT-162,276735.667724609,3339.01579228348,1.791,3.712,146.65441882900183
NLA12_ND-103,129151.475524902,1495.56506948884,1.174,1.332,140.286989942696
NLA12_ND-104,347820.173522949,3283.6954940834,1.571,2.862,182.43198209203533
NLA12_ND-107,483332.244567871,4992.90254927423,2.026,1.12,184.7891920777375
NLA12_ND-109,172138.809082031,2780.08913808033,1.89,2.04,113.71996309892229
NLA12_ND-110,524948.713500977,4697.76341859972,1.829,5.038,187.98068983409593
NLA12_ND-115,38732.2283325195,1340.09447731347,1.921,1.911,65.04189170445275
NLA12_ND-118,239001.928405762,3085.03559166664,1.78,1.082,165.44397602537325
NLA12_ND-129,12188529.0825806,28779.4349547237,2.325,4.095,816.1474892150314
NLA12_ND-131,13282293.986084,52911.5143559764,4.096,4.511,695.2306228099649
NLA12_ND-134,535849.494018555,4256.71369117785,1.64,3.003,264.8597805000209
NLA12_ND-145,71248.1934204102,1061.31599807996,1.122,1.981,107.2305414046998
NLA12_ND-151,1983549.87121582,7211.72206708882,1.444,1.993,461.94525446045054
NLA12_ND-155,891940.175415039,4246.92801424968,1.269,1.855,367.67128122119095
NLA12_ND-160,355799.789245605,2557.77271653596,1.21,2.345,222.52270746642637
NLA12_ND-163,37875.8098144531,1058.92555143398,1.535,1.442,58.92312501885696
NLA12_ND-164,388865.988769531,3316.65679358503,1.5,2.289,202.95398199876055
NLA12_ND-167,432805.547851563,3783.8484653449,1.622,2.005,189.70848579444805
NLA12_ND-202,143558.754272461,1827.65150908154,1.361,1.845,153.09027586147587
NLA12_SD-101,1254974157.76752,3520774.06239006,28.036,3.486,2416.549765704247
NLA12_SD-105,1466317.53491211,10117.6799542966,2.357,2.543,307.8521374136967
NLA12_SD-107,459591.406616211,5401.23213847796,2.248,1.896,175.02817550168274
NLA12_SD-119,151881.301513672,2196.26186337822,1.59,1.374,108.01872211543088
NLA12_SD-124,26163.2702636719,824.768285133747,1.438,2.973,54.29449994815908
NLA12_SD-132,222308.251708984,2282.52841412897,1.366,2.533,168.1958099350409
NLA12_SD-134,104240.015563965,1301.71327084737,1.137,1.504,133.71276090502533
NLA12_SD-140,769427.677246094,8550.71532281206,2.75,3.046,190.3624653774277
NLA12_SD-141,478923.75567627,4261.9518291503,1.737,2.514,243.59141708181016
NLA12_SD-150,176622.266967773,2250.07830724166,1.51,2.005,129.30709278798906
NLA12_SD-157,224445.364318848,2013.70096840512,1.199,1.465,200.6868267609489
NLA12_SD-168,550062.024047852,7481.4521321353,2.846,2.394,157.71391848653997
NLA12_SD-172,46252.0666503906,1171.22376579487,1.536,2.605,77.7202808968931
NLA12_SD-189,4122112.36401367,9919.81359461138,1.378,1.677,813.6618569756637
NLA12_SD-212,36203.8100585938,821.736318938952,1.218,1.293,79.83570211405592
NLA12_WY-137,144200.221923828,1952.30776039962,1.45,2.862,111.6387405133714
NLA12_CO-103,6115611.80224609,17086.2584593785,1.949,3.095,686.7706573352701
NLA12_CO-104,724962.377807617,5616.83182642943,1.861,2.323,257.3724471134768
NLA12_CO-106,1898164.82873535,7981.99165998049,1.634,2.075,494.7941034806384
NLA12_CO-110,182457.746826172,1618.21699405822,1.069,1.143,207.55198326959598
NLA12_CO-111,2174881.28430176,6681.90077059553,1.278,1.308,616.9085852954106
NLA12_CO-119,61359.2072753906,985.193879728835,1.122,1.696,106.3022271255988
NLA12_CO-124,92046.2927246094,1125.9550622069,1.047,1.129,145.547657799308
NLA12_CO-127,247158.703979492,1961.03620181643,1.113,1.547,215.27414765970937
NLA12_CO-131,173961.885253906,1656.71652093214,1.121,1.214,188.38862184481994
NLA12_IA-102,206733.94190979,1690.05479525312,1.049,1.103,211.72669938057214
NLA12_MN-250,1778216.83321381,11452.5128260255,2.423,1.077,336.52177572703033
NLA12_ND-193,451007.992919922,2818.15007458914,1.184,1.963,266.56492832129635
NLA12_ND-108,1033136.40588379,7965.62858400289,2.211,2.36,230.08542750578928
NLA12_ND-114,3142060.63964844,13242.8215372076,2.108,5.934,481.28999099107045
NLA12_ND-149,172700.31060791,1602.25819123476,1.088,1.553,182.27867368571899
NLA12_NE-102,130009.373962402,1655.03811949085,1.295,2.253,132.09304037362037
NLA12_NE-104,505621.876342773,4773.20061990952,1.894,2.844,198.9628295456655
NLA12_NE-105,201814.267211914,1935.95224604906,1.216,2.361,168.572248486328
NLA12_NE-106,292233.470352173,2788.91062035286,1.455,1.704,197.84736144226372
NLA12_NE-107,249359.697143555,2162.73436931603,1.222,1.223,218.09852728177924
NLA12_NE-108,541209.051391602,4637.21425862011,1.778,2.821,287.02668939542986
NLA12_NE-109,6410234.07177734,18968.0286471639,2.113,1.871,700.5403493292768
NLA12_NE-111,982750.692016602,4982.34136874047,1.418,1.873,340.26283395968943
NLA12_NE-112,591068.165039063,3443.66695126725,1.264,1.956,290.22419074320544
NLA12_NE-113,102933.147033691,1391.69252171266,1.224,2.175,120.32224388010737
NLA12_NE-114,11178544.6908569,76757.4106930848,6.476,1.006,660.212265848833
NLA12_NE-121,1598335.5904541,6269.46262483984,1.399,2.13,496.753445360133
NLA12_NE-125,106111.874328613,1372.77924881165,1.189,1.468,146.62184961212483
NLA12_NE-127,1222560.79748535,6509.2141649821,1.661,2.2,414.54410287975026
NLA12_NE-129,437105.103050232,11615.1432473601,4.956,3.579,90.71027831619578
NLA12_NE-133,737334.555297852,5949.54921514671,1.955,1.817,286.0469761857955
NLA12_NE-135,113964.051635742,1308.10019710055,1.093,1.072,163.4929521906531
NLA12_NE-149,47189.5941772461,833.477234680368,1.082,1.221,103.14555714215925
NLA12_NE-154,527777.664001465,4503.24482401238,1.749,3.015,205.72662306167845
NLA12_NE-156,156136.839416504,1587.82294632318,1.134,1.637,178.10317477835187
NLA12_NE-157,378388.748565674,4793.03000506827,2.198,4.132,169.5968941324886
NLA12_NE-160,7850606.32202148,17082.2820894789,1.72,1.005,1069.0095127969535
NLA12_NE-166,38393.5591430664,1106.01665932088,1.592,2.303,53.85350852345457
NLA12_NE-170,882416.556304932,7290.50664992759,2.189,2.129,332.2582256963243
NLA12_SD-110,230253.493255615,2620.2956288304,1.54,2.418,133.65244114104908
NLA12_SD-111,292319.009979248,2196.15824896188,1.146,1.654,208.81226137353738
NLA12_SD-114,207698.057952881,1745.95875769611,1.081,1.127,226.70117836262835
NLA12_SD-115,156209.401260376,3761.42140159822,2.685,2.204,57.64842623154681
NLA12_SD-126,142736.657104492,1578.50576369829,1.179,1.921,148.97864588987022
NLA12_SD-130,27841.8896026611,965.291840956586,1.632,3.113,46.20156782704954
NLA12_SD-131,205526.930023193,1843.33090398472,1.147,1.535,201.31929368858525
NLA12_SD-133,49040.3724365234,1306.85173935574,1.665,1.514,63.09770896027648
NLA12_SD-137,17725.6075439453,552.48754984938,1.171,1.429,61.76709862956934
NLA12_SD-138,6963329.35766602,26648.567598899,2.849,2.24,809.5119277805346
NLA12_SD-143,220956.270080566,3056.40746749456,1.834,2.8,119.02703374581112
NLA12_SD-146,25093.7552032471,752.531273932801,1.34,2.295,59.12828518592768
NLA12_SD-147,378215.006774902,5315.54695336364,2.438,1.19,153.34565821034113
NLA12_SD-154,1251226.81561279,7858.00426800831,1.982,2.649,352.8193743758474
NLA12_SD-165,45112.5391845703,1143.94792400151,1.519,1.64,61.722126449633855
NLA12_SD-166,42619.2169189453,849.133184800129,1.16,2.266,75.16280060064166
NLA12_SD-170,48289.1267089844,1371.41400820811,1.761,3.607,77.08316738823248
NLA12_SD-182,605715.725494385,4951.72221902232,1.795,1.814,237.81324843717613
NLA12_SD-198,2850206.20346069,7141.64920035654,1.193,1.294,743.5585113443524
NLA12_WY-107,538020.342041016,3714.6938101878,1.429,1.293,334.7979883833547
NLA12_WY-130,239537.096191406,1781.315843176,1.027,1.145,243.90277681417086
NLA12_WY-135,17587.7265625,523.417010674026,1.113,1.899,53.068466155325154
NLA12_WY-151,1280139.37316895,8972.18106070633,2.237,1.49,353.90039964327445
NLA12_IA-R03,283668.232391357,3683.72869332847,1.951,1.248,142.7167023619046
NLA12_KS-R08,109402.333858967,2234.40972002278,1.906,2.781,84.14213924455747
NLA12_KS-R02,502775.417327881,6827.09552116195,2.716,3.454,198.67736510885285
NLA12_MO-R02,88966.0469970703,1908.15197607826,1.805,1.88,82.69118023711039
NLA12_KS-R07,285581.69468689,4688.81205274486,2.475,1.681,125.45826159804959
NLA12_KS-R11,1739722.50473595,18024.2637991583,3.855,1.794,240.40132511990157
NLA12_NM-129,15219350.824707,95745.0147130459,6.923,1.626,497.75395491333296
NLA12_AR-106,2225927.54193115,17236.3000121422,3.259,1.744,310.5275907795596
NLA12_CO-101,3036459.89038086,8631.69033569702,1.397,1.424,548.7849734690527
NLA12_CO-108,102228.481079102,1557.59605709068,1.374,3.546,93.62447903592157
NLA12_CO-125,16380.1003417969,494.353289916761,1.09,1.044,58.26299661633961
NLA12_CO-129,29055.0191650391,1055.35295974213,1.747,2.668,53.69066660986655
NLA12_IA-109,515923.541213989,3419.49717873453,1.343,2.063,264.1475836336996
NLA12_IA-113,1630441.41586304,16919.920965782,3.738,2.333,216.51801133163136
NLA12_IA-152,4277010.59616089,8321.74525765083,1.135,1.053,939.7018981707429
NLA12_KS-101,102347.64440918,1506.68201541202,1.329,1.099,127.05420028798358
NLA12_KS-103,1019461.67016411,7168.89585536536,2.003,1.865,318.57833930066636
NLA12_KS-108,268644.926765442,4019.91736497754,2.188,2.414,138.42530283702672
NLA12_KS-109,43021.3310089111,931.324616900333,1.267,2.267,68.80863571253344
NLA12_KS-114,1100385.55480957,9352.80017922708,2.515,2.766,274.82107800797
NLA12_KS-121,121901.123661041,1733.29024458703,1.4,1.431,131.9916920666234
NLA12_KS-122,46450624.3418884,140973.919581273,5.835,1.957,1856.0385601983696
NLA12_KS-125,1245710.01329041,11102.3676525549,2.806,1.671,230.51051317451214
NLA12_KS-130,71854.8054199219,1173.34838667187,1.235,1.649,111.41078506161921
NLA12_MO-102,33718146.647522,188090.942395456,9.138,1.532,685.6661893825643
NLA12_MO-103,30080692.605896,176162.720301572,9.061,1.333,775.8870104943411
NLA12_MO-108,212723.578674316,2354.49871064262,1.44,1.83,170.59932732615036
NLA12_MO-110,319280.130004883,4204.27626759573,2.099,1.367,145.4005081470303
NLA12_MO-115,266585.508758545,3423.12460772748,1.87,2.193,136.34657000265275
NLA12_MO-119,88559.960144043,2356.78283459081,2.234,4.112,57.04877965500722
NLA12_MO-123,24826.8143005371,680.138971189288,1.218,1.875,64.1831254998128
NLA12_MO-126,60890.4472045898,1279.78105575313,1.463,2.633,74.9631630004827
NLA12_MO-101,117548.557632446,1713.91406211049,1.41,1.926,119.45074778902485
NLA12_NE-101,53120303.1413574,96665.5496533675,3.741,1.845,1778.3366234023501
NLA12_NE-103,6444589.52819824,45645.3011558688,5.072,1.18,381.5448025772204
NLA12_NE-110,320841.041069031,4582.71937115305,2.282,1.103,142.4002619858463
NLA12_NE-158,385914.698005676,4609.0185717984,2.093,1.074,185.99152343522118
NLA12_AR-104,446821.240020752,4738.60468439692,2,1.437,196.04603012232153
NLA12_KS-102,1273005.6524353,9831.90526800002,2.458,2.314,233.08944789621813
NLA12_KS-105,567939.513458252,4717.54822701379,1.766,1.356,216.234314936094
NLA12_KS-106,134818.535616517,4312.82820672231,3.313,2.369,68.05087479504162
NLA12_KS-107,161022.084827423,2344.27698935103,1.648,1.793,142.33879497995824
NLA12_KS-124,200817.33228302,2653.63383361093,1.67,1.842,157.52951630729365
NLA12_KS-126,26345.3536987305,629.878211255462,1.095,1.585,72.80268312300272
NLA12_KS-138,108083.028335571,1450.97512004795,1.245,1.286,129.05702483938836
NLA12_NM-105,3258984.13024902,7492.45152074108,1.171,1.119,909.9233887960232
NLA12_NM-117,243277.470336914,2003.76923008969,1.146,1.302,216.11340167101733
NLA12_NM-132,441798.705078125,2934.2918564517,1.245,1.355,260.8988421268705
NLA12_NM-152,252001.534423828,2103.98146607039,1.182,2.033,190.03259915287663
NLA12_TX-103,65593942.6305542,173423.666073206,6.04,2.948,1234.0735247625144
NLA12_OK-101,5331240.46417999,26922.2225927933,3.289,1.235,495.68520058631594
NLA12_OK-104,42128579.5554495,292947.96368737,12.732,1.78,992.7987233486664
NLA12_OK-105,6371498.90097046,11383.4678831672,1.272,1.225,973.8225122427084
NLA12_OK-106,32547862.9130554,57048.0711004692,2.821,1.801,1762.987303437302
NLA12_OK-108,2857856.40562057,23155.4932471069,3.864,1.001,394.4185599904706
NLA12_OK-109,3253718.10273361,25522.1639636929,3.991,2.321,339.6697465637711
NLA12_OK-117,286262.314071655,3906.33922958433,2.06,2.704,155.43874902164066
NLA12_OK-120,1034516.93050766,10052.8327475855,2.788,2.445,234.38966962677307
NLA12_OK-121,1776573.03035736,13506.4522438956,2.859,2.221,270.15202809138503
NLA12_OK-133,95189.6470413208,1575.45727814485,1.44,2.289,96.42986578570064
NLA12_OK-134,12453890.412632,64011.900090466,5.117,1.696,716.7132378809895
NLA12_OK-135,2042764.84018612,14939.3699913358,2.949,2.373,306.98188612648124
NLA12_OK-286,30037.5375976563,635.36841222,1.034,1.021,91.82143441893844
NLA12_OK-296,34024.1208992004,1007.1691312237,1.54,2.164,49.1493820193796
NLA12_OK-302,184103.450897217,2683.55014260072,1.764,2.442,128.14305206587554
NLA12_OK-306,66826.4440307617,988.137990757862,1.078,1.311,123.1692323116514
NLA12_TX-232,20795.3227157593,565.181703960257,1.106,1.275,64.69777415036829
NLA12_TX-R08,2630208.57734768,12223.2569735169,2.126,1.75,455.8927760222518
NLA12_TX-R09,1435869.48113823,8407.06022960435,1.979,1.324,289.3891830986216
NLA12_TX-235,51228.7781066895,1168.19738741527,1.456,3.427,69.23939809000875
NLA12_TX-R02,456506908.646927,990871.960814748,13.082,2.765,2934.3701395076564
NLA12_TX-234,264746.341461182,5547.18346616561,3.041,1.353,107.28197205489653
NLA12_NM-160,4374938.78234863,9298.36699969236,1.254,1.517,847.5956031516355
NLA12_NM-161,35700.666015625,833.946073780749,1.245,2.261,66.92802445440448
NLA12_UT-290,121283.562744141,1483.44216145393,1.202,1.298,153.71516067147166
NLA12_UT-412,180997.761474609,2213.47947960983,1.468,2.445,127.06038946560862
NLA12_WY-R02,7315050.85424805,18477.5112699383,1.927,3.473,723.9621605417385
NLA12_UT-343,693943.106445313,3570.10476315416,1.209,1.327,341.6524026502787
NLA12_CO-R10,18896.8372802734,554.843925617533,1.139,1.563,58.948331803776995
NLA12_CO-R01,1309079.85839844,6588.21136374048,1.624,2.208,372.33875414439257
NLA12_CO-R07,25445.6528320313,593.021391232286,1.049,1.532,72.30047550424706
NLA12_UT-260,278563.870849609,2298.50212836287,1.229,1.726,187.16184491959078
NLA12_UT-400,114665.719726563,1569.73017301219,1.308,2.815,113.87135222780094
NLA12_UT-424,606852.372070313,3329.68188703834,1.206,1.742,276.8275085705668
NLA12_UT-359,424906.927978516,4544.96976995872,1.967,1.907,167.14012487683422
NLA12_UT-374,1513345.34033203,9437.13007905816,2.164,1.699,398.7400314937498
NLA12_UT-264,112287.174316406,1900.06805907884,1.6,3.245,125.31108538853056
NLA12_AR-101,1057849.99536133,9081.4613696218,2.491,2.35,256.22907964010574
NLA12_AR-109,41492.2526550293,1003.4585028434,1.39,2.157,73.98407901855688
NLA12_LA-102,11815213.6651611,56015.7354287733,4.597,1.913,716.2252771378093
NLA12_LA-104,62760121.6455383,154164.430739384,5.49,2.874,1356.273947986562
NLA12_LA-105,6523204.48895264,36584.7094766466,4.041,1.705,560.7240390246947
NLA12_LA-154,53911.4969329834,1460.73480034248,1.775,4.424,55.86081551055057
NLA12_LA-155,45046.1722412109,1014.24585989044,1.348,1.143,71.06665788548747
NLA12_LA-161,273494.881835938,5105.01870732235,2.754,1.075,110.46200154797853
NLA12_TX-101,138396.193786621,2369.20512200867,1.797,1.419,117.45696924417011
NLA12_TX-105,95301453.7743416,239287.439151025,6.915,2.173,1558.3538867167306
NLA12_TX-109,53611.6778345108,1133.23980880719,1.381,3.848,66.42379631564121
NLA12_TX-110,87830736.0598907,287664.863866207,8.659,1.137,1962.1903110454746
NLA12_TX-113,70624736.1201859,191019.830668344,6.412,2.474,1376.8337613817537
NLA12_TX-114,4271516.65777588,18297.4201879284,2.497,2.231,529.1230962965925
NLA12_TX-121,8524902.47490239,41846.1687599529,4.043,2.287,633.2429886296749
NLA12_TX-128,431958.86390686,5568.64354195674,2.39,2.044,195.54346706040704
NLA12_TX-137,4814395.82022095,34201.1410867873,4.397,2.372,393.41413102501787
NLA12_TX-148,202055.483764648,2289.33806349882,1.437,3.057,134.8075277532007
NLA12_TX-157,216603.39692688,5616.61211585341,3.404,2.904,54.40898595339288
NLA12_TX-160,246133.40184021,2351.10837058866,1.337,1.167,213.0678287678715
NLA12_TX-165,23866964.9332619,70879.5576104441,4.093,2.648,884.9910080396994
NLA12_TX-169,300730.47605896,2486.76624768614,1.279,2.126,192.94056240910206
NLA12_TX-170,273039.874989986,2947.43422671151,1.591,1.344,179.5637531252096
NLA12_TX-176,35144.4348907471,907.858672788448,1.366,1.64,71.40431893618717
NLA12_TX-187,212867.349073887,2119.67352277782,1.296,1.872,173.20756449118008
NLA12_TX-195,170897.441635132,3723.15657932787,2.541,1.253,76.2626672965419
NLA12_TX-199,61768.9487905875,1065.7648615144,1.21,1.401,117.45309109367989
NLA12_TX-202,54720.4233283997,1161.97027952815,1.401,2.065,79.75687023187326
NLA12_TX-218,2031477.41796875,17677.1389230569,3.499,2.316,315.0794258213007
NLA12_OK-102,15462420.4580688,58451.4922996229,4.193,2.471,676.0718396784554
NLA12_OK-118,1415132.38302612,12458.0769615811,2.954,1.998,246.04006684087042
NLA12_OK-119,1607371.37914276,13297.4865216361,2.959,1.175,254.2796637615476
NLA12_OK-122,512172.425491333,3924.95238937258,1.547,1.252,228.15291105155026
NLA12_OK-R09,810041.151611328,5806.19478087927,1.82,1.411,335.783139220889
NLA12_OK-R01,267632.752471924,3276.84405895184,1.787,1.121,133.08680597984034
NLA12_OK-132,144919.596511841,3049.52873686621,2.26,1.199,103.00157687906709
NLA12_OK-285,68851.4817810059,1333.00642094541,1.433,1.399,88.71660756681345
NLA12_OK-288,51237.4044494629,917.673092790336,1.144,1.855,92.76188389517691
NLA12_OK-291,1755528.67306519,14828.6364262504,3.157,2.209,249.35147261448387
NLA12_OK-292,407829.575134277,4438.3493247511,1.961,1.183,189.11144505812834
NLA12_OK-293,101301.018280029,1380.3246569422,1.223,1.95,121.71366151676882
NLA12_OK-299,40206.467338562,960.952211367374,1.352,1.5,84.26110715803328
NLA12_OK-311,125456.497451782,1955.70319514047,1.558,1.484,112.73168836582528
NLA12_CO-102,149846.451782227,1620.43169520701,1.181,1.714,162.07604740263758
NLA12_CO-107,500988.646972656,3228.83155794107,1.287,2.079,267.1268273444963
NLA12_CO-109,510279.663696289,3609.06357472995,1.425,1.164,272.10540667656346
NLA12_CO-114,57268.3286132813,1028.83174053012,1.213,1.149,101.10045321080379
NLA12_CO-115,35115.8470458984,1003.75539610488,1.511,3.495,55.58644472970299
NLA12_CO-121,20562.9820556641,714.034604569144,1.405,3.397,45.57215015703658
NLA12_CO-130,38376.69921875,948.24232609476,1.365,2.097,70.33855899307144
NLA12_CO-133,156796.429443359,2123.48417411164,1.513,3.113,139.05930280778995
NLA12_NM-104,408000.662353516,4043.80069460156,1.786,2.306,171.36911426278948
NLA12_NM-133,11626.7982177734,406.815071324243,1.064,1.315,51.57465262634371
NLA12_NM-138,153952.03918457,2223.60926374027,1.599,2.263,120.30948154196213
NLA12_TX-104,630306.367614746,5143.50701072215,1.828,3.104,222.21616094986663
NLA12_TX-107,82125.7235107422,1638.82433912161,1.613,2.759,87.69860796985601
NLA12_TX-111,567548.228851318,5998.92725199977,2.246,4.124,197.45101266305664
NLA12_TX-112,62071.6515655518,974.658146026641,1.104,1.7,103.40532525626523
NLA12_TX-116,138661.00932312,1989.9619062155,1.508,2.507,115.66820903763127
NLA12_TX-118,377351.804595947,2774.00009271333,1.274,1.181,229.7874676900304
NLA12_TX-135,67227.0534362793,1047.71211841086,1.14,1.117,118.93225536736139
NLA12_TX-136,120798.201019287,2322.25195449194,1.885,3.535,84.56626933316633
NLA12_TX-144,207277.72428894,2628.92188266766,1.629,1.234,163.91068368121515
NLA12_TX-152,7073310.79946899,21362.4281649776,2.266,2.139,720.6365247739217
NLA12_TX-158,140496.69745636,4793.57216571509,3.608,2.718,41.371560791702876
NLA12_TX-159,214277.445579529,2868.96461365095,1.748,1.955,149.63932784377272
NLA12_TX-161,75907.8128662109,1483.85794539864,1.519,2.476,96.69998129575326
NLA12_TX-182,277556.423675537,3179.76356103007,1.703,1.065,161.51279029072555
NLA12_TX-190,125573.696510315,2450.87765561224,1.951,2.995,93.28273560539847
NLA12_TX-196,148296.292961121,2283.93572003515,1.673,2.791,133.7777573333708
NLA12_TX-201,29525.1116714478,637.498621814127,1.047,1.14,85.08400897368537
NLA12_TX-205,800241.400611877,3579.28785862975,1.129,1.198,443.9196977420393
NLA12_UT-102,13319708.6589355,52843.5404574745,4.085,3.173,797.084653500408
NLA12_UT-109,432852.80859375,4283.1740285263,1.836,2.902,198.13352072852118
NLA12_UT-110,143745.383056641,1421.52145010499,1.058,1.516,171.4429101682487
NLA12_UT-118,77437.9074707031,1353.31335294365,1.372,1.798,100.60612988800922
NLA12_UT-122,112140.292236328,1487.15283260522,1.253,1.639,120.68753126899811
NLA12_UT-125,188432.861572266,1782.5659903447,1.158,1.553,187.45251677742917
NLA12_UT-165,1367945.03198242,6250.32275022557,1.508,1.172,422.3977940271652
